id,brand_name,target_category,target_age,target_gender,target_location,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_gender,Platform,Engagement_rate
1219,Brand138,Travel Services,18-30,All,Karnataka,Noah Martinez,Amelia Taylor@abc,664210,412,49145,Home Appliances,Negative,Madhya Pradesh,18-30,All,Tiktok,26.37089618
1220,Brand111,Cosmetics,30-45,All,West Bengal,Gagan,Sophia Rodriguez@abc,495171,412,12690,Gadgets,Negative,Madhya Pradesh,25-40,Female,Youtube,26.37089618
1221,Brand125,Smartphones,15-24,All,Kerala,Sarukh khan,Amitabh@abc,857495,632,46587,Cosmetics,Negative,Rajasthan,30-45,Female,Facebook,26.15853246
1222,Brand133,Eco-friendly Goods,25-40,Male,Kerala,Jackson Lee,Rohit@abc,757739,390,37363,Fashion Accessories,Neutral,Karnataka,18-25,Male,Tiktok,26.15853246
1223,Brand121,Gaming Products,15-24,All,Delhi,Rahul,Gaurav@jn,801403,690,36337,Pet Supplies,Neutral,Madhya Pradesh,15-24,Female,Tiktok,25.95891454
1224,Brand122,Gaming Products,18-30,All,Haryana,Akshay,Sujeet@r,702603,241,12822,Fashion Accessories,Positive,Bihar,18-25,Male,Twitter,25.95891454
1225,Brand108,Home Appliances,15-24,Male,Tamil Nadu,Amelia Taylor,Noah Martinez@abc,750376,609,34550,Cosmetics,Neutral,Gujarat,15-24,All,Facebook,25.59114383
1226,Brand138,Cosmetics,15-24,Male,Delhi,Rahul,Sanjay Dutt@abcAiden Smith@abc,801403,986,46587,Eco-friendly Goods,Negative,Maharashtra,30-45,Female,Twitter,25.59114383
1227,Brand144,Fashion Accessories,18-28,Female,Gujarat,Jackson Lee,Ava Wilson@abc,704611,847,28785,Gadgets,Neutral,Kerala,22-40,All,Instagram,25.0749733
1228,Brand147,Art Supplies,All,Male,Uttar Pradesh,Sujeet,Emma Garcia@abc,733223,572,34817,Travel Services,Positive,Kerala,18-30,All,Twitter,25.0749733
1229,Brand107,Cosmetics,40-50,Male,Rajasthan,Salman Khan,Amitabh@abc,997417,153,22289,Travel Services,Negative,Haryana,30-45,Female,Tiktok,25.02461055
1230,Brand137,Food Products,18-30,All,Rajasthan,Ankit,Rahul@cdf,704611,669,28180,Home Appliances,Negative,Madhya Pradesh,30-45,Female,Twitter,25.02461055
1231,Brand134,Pet Supplies,18-30,Male,Kerala,Akshay,Ankit@jk,204024,58,42833,Smartphones,Neutral,Maharashtra,15-24,Male,Tiktok,24.67815181
1232,Brand124,Smartphones,18-28,Female,Karnataka,Amitabh,Noah Martinez@abc,487464,153,21103,Travel Services,Negative,Tamil Nadu,All,Female,Instagram,24.67815181
1233,Brand146,Travel Services,15-24,All,Delhi,Vicky,Isabella Anderson@abc,981916,922,18570,Eco-friendly Goods,Positive,Delhi,18-30,Male,Youtube,24.58968365
1234,Brand101,Cosmetics,18-28,Female,Kerala,Ethan Jones,Liam Harris@abc,487464,999,25661,Cosmetics,Negative,Madhya Pradesh,30-45,All,Twitter,24.58968365
1235,Brand115,Smartphones,All,Female,Kerala,Zoe Williams,Saurav@jn,702603,229,25661,Home Appliances,Neutral,Delhi,18-30,All,Facebook,24.00558307
1236,Brand108,Fashion Accessories,15-24,Female,Goa,Ankit,Zoe Williams@abc,324945,241,26257,Art Supplies,Neutral,West Bengal,15-24,All,Twitter,24.00558307
1237,Brand102,Travel Services,18-28,Female,Goa,Vicky,Oliver Thompson@abc,750376,51,28785,Smartphones,Positive,Tamil Nadu,25-40,All,Twitter,23.10618455
1238,Brand133,Pet Supplies,15-24,Female,Madhya Pradesh,Ankit,Gagan@fef,992087,757,27018,Pet Supplies,Negative,Rajasthan,All,All,Tiktok,23.10618455
1239,Brand138,Eco-friendly Goods,30-45,Female,Karnataka,Sanjay DuttAiden Smith,Ashwin@ravichandra,113855,757,18570,Home Appliances,Neutral,Kerala,All,All,Instagram,22.86368523
1240,Brand144,Home Appliances,All,All,Madhya Pradesh,Akshay,Sujeet@r,409843,605,28180,Travel Services,Neutral,Karnataka,All,Male,Instagram,22.86368523
1241,Brand117,Gaming Products,All,Female,Madhya Pradesh,Salman Khan,Isabella Anderson@abc,338878,241,7083,Cosmetics,Negative,Rajasthan,18-28,Female,Facebook,22.7624004
1242,Brand124,Fashion Accessories,22-40,All,Delhi,Rahul,Faisal@dscdf,980666,832,26869,Travel Services,Neutral,Kerala,15-24,Female,Instagram,22.7624004
1243,Brand143,Travel Services,18-30,Male,Kerala,Faisal,Ava Wilson@abc,784742,545,12690,Home Appliances,Neutral,Punjab,All,All,Facebook,22.60819598
1244,Brand111,Nutrition Products,40-50,Male,Kerala,Saurav,Salman Khan@abc,324945,832,43038,Smartphones,Neutral,Haryana,30-45,Male,Twitter,22.60819598
1245,Brand122,Gadgets,18-28,Male,Kerala,Ashwin,Faisal@dscdf,366076,962,6893,Travel Services,Negative,Uttar Pradesh,15-24,Female,Facebook,22.44882152
1246,Brand135,Nutrition Products,30-45,Male,Haryana,Ashwin,Gaurav@jn,997417,122,25661,Smartphones,Negative,Goa,40-50,All,Tiktok,22.44882152
1247,Brand122,Home Appliances,18-25,All,West Bengal,Jackson Lee,Salman Khan@abc,202147,60,34550,Food Products,Positive,Rajasthan,18-30,All,Instagram,22.33095379
1248,Brand136,Nutrition Products,18-30,All,Delhi,Amitabh,Sophia Rodriguez@abc,254997,229,21697,Smartphones,Neutral,Karnataka,15-24,All,Instagram,22.33095379
1249,Brand109,Gaming Products,22-40,Male,Tamil Nadu,Faisal,Gaurav@jn,114466,609,21103,Eco-friendly Goods,Negative,Tamil Nadu,18-30,Male,Facebook,21.38634038
1250,Brand138,Nutrition Products,All,Female,Kerala,Liam Harris,Ethan Jones@abc,409843,193,13377,Travel Services,Positive,Karnataka,18-30,Male,Youtube,21.38634038
1251,Brand149,Travel Services,25-40,Male,Uttar Pradesh,Sujeet,Noah Martinez@abc,856447,143,34817,Home Appliances,Neutral,Madhya Pradesh,18-25,Female,Twitter,21.14014252
1252,Brand149,Smartphones,15-24,All,Tamil Nadu,Ethan Jones,Ashwin@ravichandra,702603,832,17005,Nutrition Products,Neutral,Kerala,18-30,Male,Instagram,21.14014252
1253,Brand134,Gaming Products,18-30,All,Madhya Pradesh,Salman Khan,Oliver Thompson@abc,230748,508,37363,Travel Services,Neutral,Kerala,15-24,Male,Facebook,20.95426518
1254,Brand112,Gaming Products,18-28,Male,Tamil Nadu,Lucas Brown,Amelia Taylor@abc,230748,847,43038,Clothing,Neutral,Uttar Pradesh,30-45,Male,Twitter,20.95426518
1255,Brand103,Cosmetics,30-45,All,Tamil Nadu,Salman Khan,Oliver Thompson@abc,702603,762,17005,Pet Supplies,Neutral,Karnataka,22-40,All,Facebook,20.78869476
1256,Brand115,Art Supplies,15-24,Male,Rajasthan,Lucas Brown,Gaurav@jn,682670,544,41587,Smartphones,Neutral,Karnataka,18-28,All,Youtube,20.78869476
1257,Brand118,Fashion Accessories,All,All,Karnataka,Gagan,Sarukh khan@abc,981575,762,12822,Cosmetics,Positive,Punjab,15-24,Male,Tiktok,20.33162967
1258,Brand150,Eco-friendly Goods,18-30,All,Kerala,Ankit,Akshay@kumar,885659,358,26869,Smartphones,Negative,Tamil Nadu,25-40,Female,Twitter,20.33162967
1259,Brand109,Travel Services,18-28,Male,Delhi,Gaurav,Sophia Rodriguez@abc,638336,545,29251,Travel Services,Negative,Tamil Nadu,18-25,Male,Instagram,19.96491161
1260,Brand107,Food Products,30-45,Female,Goa,Saurav,Zoe Williams@abc,885659,245,31587,Fashion Accessories,Positive,Goa,40-50,Male,Facebook,19.96491161
1261,Brand128,Travel Services,All,Female,Madhya Pradesh,Elijah White,Isabella Anderson@abc,487464,394,6893,Smartphones,Positive,Goa,22-40,Female,Instagram,19.40931516
1262,Brand117,Nutrition Products,18-28,All,Goa,Jackson Lee,Vicky@kaushal,426339,229,22289,Travel Services,Neutral,West Bengal,25-40,Female,Tiktok,19.40931516
1263,Brand133,Art Supplies,18-30,Female,Kerala,Sanjay DuttAiden Smith,Sophia Rodriguez@abc,338878,540,43038,Nutrition Products,Neutral,Karnataka,All,Female,Tiktok,18.97520661
1264,Brand128,Gadgets,18-30,Male,Tamil Nadu,Rohit,Amelia Taylor@abc,612971,390,5494,Fashion Accessories,Neutral,Kerala,18-25,All,Facebook,18.97520661
1265,Brand133,Clothing,All,Male,Kerala,Ankit,Elijah White@abc,885659,944,46587,Gaming Products,Negative,Rajasthan,40-50,Female,Twitter,18.85349793
1266,Brand120,Travel Services,30-45,Female,Goa,Sanjay DuttAiden Smith,Saurav@jn,750376,962,25661,Gadgets,Negative,Haryana,All,All,Instagram,18.85349793
1267,Brand105,Cosmetics,18-30,Female,Madhya Pradesh,Isabella Anderson,Emma Garcia@abc,338878,205,49725,Smartphones,Negative,Kerala,15-24,Female,Twitter,18.59366869
1268,Brand147,Cosmetics,40-50,All,Madhya Pradesh,Akshay,Noah Martinez@abc,638336,544,36337,Travel Services,Negative,Tamil Nadu,18-30,Male,Twitter,18.59366869
1269,Brand129,Nutrition Products,All,Female,Uttar Pradesh,Sujeet,Lucas Brown@abc,997417,605,41717,Cosmetics,Neutral,Karnataka,22-40,All,Tiktok,18.58125352
1270,Brand145,Home Appliances,18-25,All,Kerala,Gagan,Salman Khan@abc,230748,122,24651,Pet Supplies,Neutral,Kerala,15-24,Male,Instagram,18.58125352
1271,Brand150,Food Products,18-30,Male,Kerala,Ashwin,Akshay@kumar,801403,690,17005,Gadgets,Neutral,Goa,40-50,All,Youtube,18.33361328
1272,Brand124,Gadgets,All,Male,Haryana,Sujeet,Noah Martinez@abc,709166,669,17005,Clothing,Negative,Gujarat,All,Female,Facebook,18.33361328
1273,Brand105,Food Products,18-28,Male,Madhya Pradesh,Rohit,Ava Wilson@abc,757739,534,5859,Travel Services,Positive,Uttar Pradesh,25-40,All,Youtube,18.09711648
1274,Brand143,Fashion Accessories,18-25,All,Madhya Pradesh,Ethan Jones,Rohit@abc,971583,999,17005,Gaming Products,Neutral,Rajasthan,22-40,Female,Youtube,18.09711648
1275,Brand110,Nutrition Products,All,Female,Kerala,Jackson Lee,Lucas Brown@abc,885659,973,34550,Food Products,Positive,Madhya Pradesh,22-40,Male,Tiktok,17.81015959
1276,Brand142,Smartphones,18-25,Female,Kerala,Emma Garcia,Gaurav@jn,682670,986,40011,Smartphones,Neutral,Madhya Pradesh,All,All,Facebook,17.81015959
1277,Brand124,Home Appliances,15-24,Male,Delhi,Mia Johnson,Jackson Lee@abc,360266,51,27084,Fashion Accessories,Negative,Kerala,15-24,Female,Instagram,17.54838139
1278,Brand125,Food Products,18-30,All,Maharashtra,Amelia Taylor,Salman Khan@abc,851696,241,17005,Gadgets,Neutral,Uttar Pradesh,15-24,Female,Youtube,17.54838139
1279,Brand136,Food Products,30-45,Female,Madhya Pradesh,Sujeet,Vicky@kaushal,682670,962,40011,Travel Services,Negative,Delhi,25-40,All,Twitter,16.7619705
1280,Brand129,Travel Services,18-30,All,Karnataka,Ethan Jones,Saurav@jn,885659,609,5859,Nutrition Products,Positive,Punjab,All,Male,Tiktok,16.7619705
1281,Brand138,Gaming Products,15-24,Female,Delhi,Mia Johnson,Zoe Williams@abc,230748,174,5859,Travel Services,Negative,Maharashtra,All,Female,Youtube,16.73682826
1282,Brand122,Cosmetics,18-25,Female,Tamil Nadu,Gagan,Amitabh@abc,856447,394,13377,Gaming Products,Negative,Karnataka,18-25,Male,Twitter,16.73682826
1283,Brand140,Travel Services,18-25,Female,Goa,Saurav,Sanjay Dutt@abcAiden Smith@abc,682670,394,41717,Cosmetics,Negative,Punjab,All,Male,Twitter,16.68668974
1284,Brand136,Travel Services,18-25,All,Bihar,Sanjay DuttAiden Smith,Sujeet@r,287030,122,49145,Gadgets,Positive,Haryana,15-24,Male,Facebook,16.68668974
1285,Brand130,Home Appliances,15-24,Male,Rajasthan,Ashwin,Sophia Rodriguez@abc,842653,632,49145,Smartphones,Negative,Karnataka,15-24,All,Instagram,16.60842622
1286,Brand144,Nutrition Products,18-25,Female,Goa,Jackson Lee,Sujeet@r,258700,545,34817,Art Supplies,Negative,Punjab,18-30,All,Twitter,16.60842622
1287,Brand115,Art Supplies,18-30,Male,Kerala,Ethan Jones,Ethan Jones@abc,546160,605,12931,Fashion Accessories,Neutral,Uttar Pradesh,18-30,All,Youtube,16.22546494
1288,Brand146,Home Appliances,22-40,Female,Kerala,Gaurav,Gagan@fef,992087,51,24228,Nutrition Products,Negative,Punjab,40-50,Male,Tiktok,16.22546494
1289,Brand130,Clothing,18-30,Female,Karnataka,Liam Harris,Sophia Rodriguez@abc,856447,114,40347,Cosmetics,Negative,Kerala,All,Female,Youtube,16.21718532
1290,Brand140,Fashion Accessories,40-50,Male,Kerala,Saurav,Isabella Anderson@abc,113855,962,47405,Home Appliances,Neutral,Gujarat,18-30,Male,Twitter,16.21718532
1291,Brand128,Gadgets,All,Male,Karnataka,Elijah White,Sujeet@r,767339,390,27018,Gadgets,Negative,Goa,All,Female,Instagram,15.71096411
1292,Brand106,Cosmetics,18-30,All,Maharashtra,Gagan,Rohit@abc,992087,690,12931,Smartphones,Neutral,Goa,22-40,All,Twitter,15.71096411
1293,Brand119,Cosmetics,All,All,Karnataka,Isabella Anderson,Noah Martinez@abc,258700,114,29874,Gadgets,Neutral,Kerala,18-30,All,Tiktok,15.578679
1294,Brand120,Travel Services,15-24,Male,West Bengal,Jackson Lee,Liam Harris@abc,704611,122,5494,Books,Negative,Kerala,18-30,Female,Tiktok,15.578679
1295,Brand115,Art Supplies,18-30,Male,Kerala,Liam Harris,Salman Khan@abc,856447,60,30531,Art Supplies,Negative,Goa,40-50,Male,Twitter,15.55373621
1296,Brand145,Nutrition Products,18-30,All,Uttar Pradesh,Oliver Thompson,Liam Harris@abc,324945,944,41313,Gadgets,Neutral,Karnataka,40-50,Male,Instagram,15.55373621
1297,Brand111,Clothing,18-30,All,Karnataka,Ankit,Sanjay Dutt@abcAiden Smith@abc,264487,58,31587,Smartphones,Negative,Karnataka,40-50,Female,Tiktok,15.44269105
1298,Brand109,Fashion Accessories,All,Male,Uttar Pradesh,Ethan Jones,Mia Johnson@abc,264487,386,5859,Gadgets,Neutral,Delhi,All,Female,Instagram,15.44269105
1299,Brand104,Books,18-30,Male,Goa,Lucas Brown,Rahul@cdf,169890,114,6903,Smartphones,Negative,Kerala,22-40,Male,Youtube,15.39510769
1300,Brand150,Art Supplies,All,Female,Uttar Pradesh,Rahul,Faisal@dscdf,980666,986,42198,Gadgets,Positive,Uttar Pradesh,15-24,Male,Instagram,15.39510769
1301,Brand135,Pet Supplies,25-40,Female,Punjab,Ankit,Amitabh@abc,360266,757,17005,Smartphones,Positive,Madhya Pradesh,15-24,Female,Instagram,15.33467938
1302,Brand117,Nutrition Products,22-40,Female,Madhya Pradesh,Amitabh,Gagan@fef,302086,762,30531,Home Appliances,Negative,Uttar Pradesh,All,All,Tiktok,15.33467938
1303,Brand116,Nutrition Products,15-24,Female,Madhya Pradesh,Jackson Lee,Ethan Jones@abc,495171,193,28180,Food Products,Neutral,Karnataka,18-25,All,Tiktok,15.25986108
1304,Brand110,Smartphones,18-28,Male,Delhi,Liam Harris,Jackson Lee@abc,113855,961,40011,Home Appliances,Neutral,Kerala,25-40,Male,Youtube,15.25986108
1305,Brand140,Gadgets,15-24,All,Karnataka,Sujeet,Rohit@abc,767339,412,27084,Gaming Products,Neutral,Karnataka,18-28,Male,Youtube,14.8172738
1306,Brand106,Travel Services,30-45,All,Uttar Pradesh,Vicky,Ashwin@ravichandra,202147,122,24651,Smartphones,Negative,Karnataka,22-40,All,Youtube,14.8172738
1307,Brand118,Fashion Accessories,18-25,All,West Bengal,Lucas Brown,Emma Garcia@abc,733223,847,36337,Travel Services,Neutral,Maharashtra,15-24,Male,Facebook,14.57948085
1308,Brand110,Smartphones,40-50,All,Tamil Nadu,Faisal,Sarukh khan@abc,202147,127,34817,Home Appliances,Positive,Karnataka,40-50,All,Facebook,14.57948085
1309,Brand105,Nutrition Products,All,Female,Delhi,Ethan Jones,Lucas Brown@abc,264487,962,32011,Smartphones,Neutral,Madhya Pradesh,18-30,All,Twitter,14.43032719
1310,Brand149,Smartphones,15-24,Male,Karnataka,Gaurav,Rohit@abc,360266,241,26257,Gadgets,Negative,Karnataka,15-24,All,Twitter,14.43032719
1311,Brand115,Eco-friendly Goods,40-50,All,Karnataka,Lucas Brown,Faisal@dscdf,638336,540,20008,Nutrition Products,Neutral,Delhi,18-30,Male,Tiktok,14.34137089
1312,Brand116,Eco-friendly Goods,40-50,Male,Rajasthan,Akshay,Sanjay Dutt@abcAiden Smith@abc,842653,572,8042,Gaming Products,Neutral,Rajasthan,All,All,Facebook,14.34137089
1313,Brand107,Smartphones,22-40,All,Madhya Pradesh,Amelia Taylor,Oliver Thompson@abc,487464,433,7083,Nutrition Products,Neutral,Madhya Pradesh,18-30,Female,Instagram,14.1220194
1314,Brand134,Art Supplies,18-30,All,Madhya Pradesh,Emma Garcia,Lucas Brown@abc,409843,229,27018,Smartphones,Neutral,Kerala,15-24,All,Tiktok,14.1220194
1315,Brand148,Pet Supplies,18-30,Male,Kerala,Rahul,Gaurav@jn,997417,609,41717,Art Supplies,Positive,Uttar Pradesh,18-25,All,Twitter,14.05833464
1316,Brand107,Pet Supplies,18-28,All,Madhya Pradesh,Jackson Lee,Saurav@jn,638336,832,49145,Gadgets,Positive,Delhi,40-50,Female,Instagram,14.05833464
1317,Brand119,Fashion Accessories,All,Male,Uttar Pradesh,Emma Garcia,Salman Khan@abc,981916,762,12690,Travel Services,Neutral,Tamil Nadu,22-40,Female,Tiktok,14.02754379
1318,Brand148,Nutrition Products,30-45,All,Punjab,Gagan,Ava Wilson@abc,487464,143,27084,Gaming Products,Negative,Madhya Pradesh,30-45,Male,Instagram,14.02754379
1319,Brand126,Food Products,15-24,All,Delhi,Sanjay DuttAiden Smith,Noah Martinez@abc,971583,412,40011,Nutrition Products,Negative,Maharashtra,22-40,All,Twitter,13.98881013
1320,Brand127,Art Supplies,All,Female,Delhi,Ava Wilson,Zoe Williams@abc,971583,175,6893,Gadgets,Neutral,Maharashtra,15-24,Male,Facebook,13.98881013
1321,Brand135,Travel Services,18-30,All,Karnataka,Sujeet,Lucas Brown@abc,169890,508,29251,Gaming Products,Negative,Delhi,All,Male,Tiktok,13.96886979
1322,Brand131,Travel Services,22-40,Female,Maharashtra,Akshay,Faisal@dscdf,487464,847,24716,Gadgets,Negative,Delhi,18-30,Female,Facebook,13.96886979
1323,Brand140,Fashion Accessories,15-24,All,Delhi,Gagan,Mia Johnson@abc,612971,847,6893,Pet Supplies,Neutral,Uttar Pradesh,18-25,All,Instagram,13.92972641
1324,Brand108,Gadgets,18-28,Female,Rajasthan,Vicky,Amitabh@abc,183216,944,42198,Food Products,Neutral,Gujarat,40-50,All,Facebook,13.92972641
1325,Brand130,Gadgets,18-30,Male,Goa,Jackson Lee,Noah Martinez@abc,287030,978,22289,Gaming Products,Negative,Rajasthan,22-40,All,Tiktok,13.90066504
1326,Brand137,Gaming Products,15-24,Female,Madhya Pradesh,Sanjay DuttAiden Smith,Sophia Rodriguez@abc,324945,51,43038,Art Supplies,Neutral,Kerala,22-40,All,Youtube,13.90066504
1327,Brand119,Art Supplies,All,All,Kerala,Gagan,Sanjay Dutt@abcAiden Smith@abc,409843,51,28785,Gadgets,Neutral,Bihar,15-24,Female,Twitter,13.65995143
1328,Brand119,Gadgets,15-24,All,Karnataka,Gagan,Akshay@kumar,202147,632,12690,Gadgets,Neutral,Delhi,30-45,All,Twitter,13.65995143
1329,Brand118,Travel Services,40-50,All,Kerala,Lucas Brown,Zoe Williams@abc,981916,534,24228,Nutrition Products,Negative,Delhi,All,Female,Facebook,13.61613304
1330,Brand112,Gadgets,18-30,All,Uttar Pradesh,Oliver Thompson,Amelia Taylor@abc,885659,632,21103,Books,Positive,Madhya Pradesh,22-40,All,Instagram,13.61613304
1331,Brand111,Home Appliances,All,Male,Delhi,Zoe Williams,Faisal@dscdf,784742,609,13377,Travel Services,Neutral,Maharashtra,15-24,Male,Tiktok,13.60840444
1332,Brand127,Pet Supplies,30-45,Female,Haryana,Vicky,Gagan@fef,750376,245,25661,Gaming Products,Negative,Goa,18-25,All,Instagram,13.60840444
1333,Brand117,Home Appliances,18-30,Male,Karnataka,Oliver Thompson,Sophia Rodriguez@abc,784742,961,27018,Cosmetics,Negative,Delhi,All,Male,Facebook,13.3713294
1334,Brand137,Travel Services,30-45,Female,Maharashtra,Ashwin,Isabella Anderson@abc,741445,572,29874,Nutrition Products,Negative,Uttar Pradesh,18-30,Female,Youtube,13.3713294
1335,Brand149,Eco-friendly Goods,18-25,Female,Madhya Pradesh,Saurav,Sophia Rodriguez@abc,230748,51,27084,Smartphones,Neutral,Rajasthan,18-25,Female,Tiktok,12.96693672
1336,Brand111,Pet Supplies,40-50,Female,Rajasthan,Sanjay DuttAiden Smith,Akshay@kumar,842653,301,29251,Travel Services,Negative,Punjab,All,Male,Instagram,12.96693672
1337,Brand108,Travel Services,18-30,Male,Kerala,Sujeet,Akshay@kumar,992087,962,7083,Gadgets,Positive,Tamil Nadu,15-24,All,Youtube,12.89609518
1338,Brand104,Gadgets,22-40,Male,Madhya Pradesh,Isabella Anderson,Elijah White@abc,664210,193,34817,Cosmetics,Neutral,Delhi,15-24,All,Tiktok,12.89609518
1339,Brand132,Nutrition Products,22-40,Male,Gujarat,Faisal,Sanjay Dutt@abcAiden Smith@abc,741445,60,34550,Art Supplies,Negative,Gujarat,15-24,Male,Instagram,12.59431279
1340,Brand107,Travel Services,30-45,Female,Goa,Akshay,Ashwin@ravichandra,992087,394,47405,Gaming Products,Negative,Punjab,15-24,Male,Instagram,12.59431279
1341,Brand149,Smartphones,All,Female,Karnataka,Jackson Lee,Salman Khan@abc,856447,390,41587,Gaming Products,Neutral,Karnataka,18-30,All,Instagram,12.57950089
1342,Brand126,Travel Services,15-24,Female,Goa,Gaurav,Mia Johnson@abc,709166,153,25661,Food Products,Neutral,Tamil Nadu,25-40,All,Twitter,12.57950089
1343,Brand140,Gadgets,25-40,Male,Goa,Ava Wilson,Noah Martinez@abc,409843,190,40347,Cosmetics,Neutral,Maharashtra,15-24,Male,Twitter,12.56973401
1344,Brand126,Cosmetics,18-28,All,Madhya Pradesh,Rohit,Sophia Rodriguez@abc,366076,143,47405,Fashion Accessories,Negative,Haryana,18-28,All,Youtube,12.56973401
1345,Brand138,Gaming Products,15-24,Female,Tamil Nadu,Rahul,Jackson Lee@abc,202147,847,24716,Home Appliances,Neutral,Goa,30-45,Male,Facebook,12.54846555
1346,Brand127,Art Supplies,18-28,Female,Punjab,Rohit,Ankit@jk,230748,433,28785,Cosmetics,Negative,Rajasthan,40-50,Male,Tiktok,12.54846555
1347,Brand138,Pet Supplies,22-40,All,Gujarat,Sophia Rodriguez,Liam Harris@abc,992087,962,21103,Gadgets,Neutral,Gujarat,18-30,Male,Tiktok,12.38042092
1348,Brand108,Cosmetics,22-40,Female,Maharashtra,Rohit,Gaurav@jn,784742,605,40347,Gaming Products,Negative,Kerala,30-45,Male,Youtube,12.38042092
1349,Brand121,Nutrition Products,25-40,Female,Haryana,Isabella Anderson,Faisal@dscdf,338287,978,47405,Art Supplies,Neutral,Karnataka,22-40,All,Facebook,12.27309791
1350,Brand104,Travel Services,15-24,Female,Tamil Nadu,Vicky,Ethan Jones@abc,750376,544,36337,Gaming Products,Neutral,Karnataka,18-30,Female,Tiktok,12.27309791
1351,Brand111,Food Products,25-40,All,Madhya Pradesh,Ashwin,Ashwin@ravichandra,495171,962,27018,Gadgets,Neutral,Madhya Pradesh,15-24,All,Instagram,12.23212294
1352,Brand135,Art Supplies,40-50,Female,Kerala,Rohit,Zoe Williams@abc,302086,605,32383,Travel Services,Negative,Maharashtra,15-24,Female,Instagram,12.23212294
1353,Brand130,Home Appliances,22-40,Female,Haryana,Noah Martinez,Gaurav@jn,997417,973,22289,Travel Services,Neutral,Goa,40-50,All,Twitter,12.08921779
1354,Brand132,Cosmetics,18-30,Female,Madhya Pradesh,Isabella Anderson,Mia Johnson@abc,287030,390,21103,Travel Services,Negative,Tamil Nadu,15-24,Female,Tiktok,12.08921779
1355,Brand118,Smartphones,40-50,Female,Delhi,Oliver Thompson,Sarukh khan@abc,997417,534,12822,Travel Services,Positive,Punjab,15-24,Female,Instagram,12.06667157
1356,Brand133,Gaming Products,30-45,All,Madhya Pradesh,Noah Martinez,Salman Khan@abc,842653,433,29874,Gadgets,Neutral,Kerala,25-40,Female,Instagram,12.06667157
1357,Brand123,Eco-friendly Goods,All,Female,Madhya Pradesh,Sophia Rodriguez,Sarukh khan@abc,169890,245,27084,Gaming Products,Negative,Delhi,18-25,Male,Youtube,12.06105267
1358,Brand124,Gadgets,All,Male,Karnataka,Amelia Taylor,Gaurav@jn,338287,762,26257,Travel Services,Neutral,Punjab,15-24,Male,Youtube,12.06105267
1359,Brand145,Smartphones,18-25,Female,Delhi,Rahul,Rahul@cdf,202147,190,47405,Travel Services,Neutral,Kerala,30-45,Male,Tiktok,12.05541764
1360,Brand110,Home Appliances,18-30,All,Kerala,Akshay,Sarukh khan@abc,254997,229,41717,Pet Supplies,Positive,Maharashtra,25-40,Male,Facebook,12.05541764
1361,Brand145,Books,All,Male,Rajasthan,Sujeet,Lucas Brown@abc,856447,127,39221,Fashion Accessories,Negative,Punjab,22-40,All,Facebook,11.94605349
1362,Brand112,Travel Services,30-45,Female,Madhya Pradesh,Ashwin,Ethan Jones@abc,426339,114,40011,Gaming Products,Neutral,Maharashtra,15-24,Male,Facebook,11.94605349
1363,Brand133,Art Supplies,18-30,All,Madhya Pradesh,Ashwin,Sujeet@r,750376,245,27084,Smartphones,Neutral,Rajasthan,25-40,Male,Tiktok,11.87866348
1364,Brand133,Smartphones,22-40,Male,Goa,Jackson Lee,Oliver Thompson@abc,638336,127,6893,Fashion Accessories,Negative,Madhya Pradesh,40-50,Male,Twitter,11.87866348
1365,Brand150,Smartphones,25-40,Female,Maharashtra,Rahul,Oliver Thompson@abc,302086,999,41313,Smartphones,Neutral,Madhya Pradesh,22-40,Male,Tiktok,11.81519725
1366,Brand130,Food Products,18-30,Female,Rajasthan,Elijah White,Sujeet@r,981916,114,5494,Fashion Accessories,Neutral,Kerala,All,Female,Youtube,11.81519725
1367,Brand129,Nutrition Products,All,Male,Kerala,Liam Harris,Isabella Anderson@abc,981916,605,28180,Smartphones,Negative,Madhya Pradesh,18-30,All,Instagram,11.76604385
1368,Brand108,Gaming Products,22-40,All,Uttar Pradesh,Mia Johnson,Sarukh khan@abc,704611,976,43038,Smartphones,Negative,Madhya Pradesh,18-30,Male,Tiktok,11.76604385
1369,Brand145,Fashion Accessories,18-30,Female,Delhi,Sophia Rodriguez,Liam Harris@abc,704611,122,31587,Travel Services,Negative,Madhya Pradesh,18-30,Female,Tiktok,11.70393163
1370,Brand127,Gadgets,15-24,Female,Uttar Pradesh,Rohit,Rohit@abc,638336,973,34817,Art Supplies,Negative,Karnataka,All,Male,Youtube,11.70393163
1371,Brand137,Books,18-30,Female,Madhya Pradesh,Emma Garcia,Noah Martinez@abc,230748,153,27018,Cosmetics,Neutral,Madhya Pradesh,18-28,All,Tiktok,11.70057584
1372,Brand117,Art Supplies,22-40,All,Maharashtra,Gaurav,Akshay@kumar,264487,190,7083,Travel Services,Neutral,Maharashtra,15-24,All,Youtube,11.70057584
1373,Brand134,Food Products,15-24,Female,Haryana,Lucas Brown,Liam Harris@abc,409843,609,49725,Nutrition Products,Negative,Rajasthan,30-45,Male,Twitter,11.67652307
1374,Brand128,Nutrition Products,40-50,All,Delhi,Faisal,Liam Harris@abc,702603,386,6893,Pet Supplies,Neutral,Maharashtra,18-28,All,Facebook,11.67652307
