,id,brand_name,Product_category,target_age,target_gender,target_location,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_Gender,Platform,Engagement_rate,Interaction,Tags
375,376,Brand64,Art Supplies,30-45,Female,Maharashtra,Olivia Clark,@emma.t,757146,255,42208,"art, supplies",Neutral,maharashtra,"30, 45",female,twitter,5.57461837,1,"art, supplies, maharashtra, 30, 45, female, twitter"
376,377,Brand48,Fitness Equipment,30-45,Female,India,Sophia Wilson,@liam.brown,474961,972,42776,"fitness, equipment",Neutral,india,"30, 45",female,instagram,9.006213142,1,"fitness, equipment, india, 30, 45, female, instagram"
377,378,Brand6,Food Products,15-24,Male,Madhya Pradesh,Emma Taylor,@jane.doe,917096,956,17977,"food, products",Negative,"madhya, pradesh","15, 24",,tiktok,1.960209182,0,"food, products, madhya, pradesh, 15, 24, , tiktok"
378,379,Brand56,Fashion Accessories,25-40,All,Tamil Nadu,Emma Taylor,@emma.t,993393,859,20747,"fashion, accessories",Positive,"tamil, nadu","25, 40",female,facebook,2.088498711,0,"fashion, accessories, tamil, nadu, 25, 40, female, facebook"
379,380,Brand70,Books,18-28,Male,Punjab,Noah Davis,@emma.t,598821,657,23243,books,Neutral,punjab,"18, 28",female,instagram,3.881460403,0,"books, punjab, 18, 28, female, instagram"
380,381,Brand72,Home Appliances,25-40,All,Maharashtra,Sophia Wilson,@mason.w,496517,374,27868,"home, appliances",Neutral,maharashtra,"25, 40",female,youtube,5.612698055,1,"home, appliances, maharashtra, 25, 40, female, youtube"
381,382,Brand41,Gaming Products,25-40,All,Goa,Jane Doe,@sophia.w,780380,931,18582,"gaming, products",Positive,goa,"25, 40",female,youtube,2.381147646,0,"gaming, products, goa, 25, 40, female, youtube"
382,383,Brand17,Gaming Products,18-30,Female,Kerala,Mason White,@olivia.c,977252,844,38756,"gaming, products",Negative,kerala,"18, 30",,instagram,3.965814345,0,"gaming, products, kerala, 18, 30, , instagram"
383,384,Brand98,Home Appliances,25-40,Female,Maharashtra,Jane Doe,@liam.brown,765658,74,19857,"home, appliances",Positive,maharashtra,"25, 40",male,facebook,2.593455564,0,"home, appliances, maharashtra, 25, 40, male, facebook"
384,385,Brand64,Clothing,18-28,All,West Bengal,Liam Brown,@mason.w,165325,718,37377,clothing,Positive,"west, bengal","18, 28",male,facebook,22.60819598,1,"clothing, west, bengal, 18, 28, male, facebook"
385,386,Brand11,Gadgets,40-50,Female,Maharashtra,Emma Taylor,@john.smith,799178,564,34945,gadgets,Positive,maharashtra,"40, 50",male,facebook,4.372617865,0,"gadgets, maharashtra, 40, 50, male, facebook"
386,387,Brand85,Gaming Products,18-25,Female,Delhi,Sophia Wilson,@sophia.w,475108,368,9304,"gaming, products",Positive,delhi,"18, 25",female,instagram,1.958291588,0,"gaming, products, delhi, 18, 25, female, instagram"
387,388,Brand79,Nutrition Products,All,All,Karnataka,Mason White,@olivia.c,343755,649,9040,"nutrition, products",Negative,karnataka,,male,tiktok,2.62977993,0,"nutrition, products, karnataka, , male, tiktok"
388,389,Brand22,Smartphones,15-24,Male,West Bengal,Olivia Clark,@olivia.c,801356,953,30047,smartphones,Negative,"west, bengal","15, 24",female,twitter,3.749519564,0,"smartphones, west, bengal, 15, 24, female, twitter"
389,390,Brand86,Smartphones,18-25,All,Tamil Nadu,Isabella Moore,@liam.brown,361648,495,33182,smartphones,Negative,"tamil, nadu","18, 25",,youtube,9.175220104,1,"smartphones, tamil, nadu, 18, 25, , youtube"
390,391,Brand77,Home Appliances,18-30,All,India,Sophia Wilson,@john.smith,569514,542,12773,"home, appliances",Neutral,india,"18, 30",female,facebook,2.242789466,0,"home, appliances, india, 18, 30, female, facebook"
391,392,Brand96,Cosmetics,25-34,Female,Karnataka,John Smith,@emma.t,854901,53,20626,cosmetics,Positive,karnataka,"25, 34",male,twitter,2.412677023,0,"cosmetics, karnataka, 25, 34, male, twitter"
392,393,Brand13,Food Products,15-24,All,Bihar,Jane Doe,@sophia.w,491208,574,26946,"food, products",Positive,bihar,"15, 24",male,youtube,5.485659843,1,"food, products, bihar, 15, 24, male, youtube"
393,394,Brand59,Eco-friendly Goods,40-50,Male,Punjab,Sophia Wilson,@olivia.c,500381,657,11725,"eco, friendly, goods",Neutral,punjab,"40, 50",,facebook,2.343214471,0,"eco, friendly, goods, punjab, 40, 50, , facebook"
394,395,Brand76,Gadgets,25-40,All,Madhya Pradesh,Mia Lee,@olivia.c,827014,396,14554,gadgets,Positive,"madhya, pradesh","25, 40",,instagram,1.759825106,0,"gadgets, madhya, pradesh, 25, 40, , instagram"
395,396,Brand29,Smartphones,All,Female,Tamil Nadu,Jane Doe,@mia.lee,545947,569,39009,smartphones,Neutral,"tamil, nadu",,male,twitter,7.145199076,1,"smartphones, tamil, nadu, , male, twitter"
396,397,Brand76,Food Products,25-34,All,Haryana,Olivia Clark,@mia.lee,687561,210,36444,"food, products",Positive,haryana,"25, 34",female,twitter,5.300475158,1,"food, products, haryana, 25, 34, female, twitter"
397,398,Brand54,Books,18-25,Female,India,Jane Doe,@sophia.w,460219,870,31862,books,Negative,india,"18, 25",male,youtube,6.923225682,1,"books, india, 18, 25, male, youtube"
398,399,Brand34,Fashion Accessories,All,Male,Maharashtra,Mia Lee,@isabella.m,550128,911,34507,"fashion, accessories",Negative,maharashtra,,male,youtube,6.272540209,1,"fashion, accessories, maharashtra, , male, youtube"
399,400,Brand21,Travel Services,18-28,Male,Goa,Emma Taylor,@john.smith,101226,375,47694,"travel, services",Positive,goa,"18, 28",male,twitter,47.11635351,1,"travel, services, goa, 18, 28, male, twitter"
400,401,Brand7,Clothing,30-45,All,Gujarat,Noah Davis,@sophia.w,462550,567,11428,clothing,Negative,gujarat,"30, 45",,facebook,2.470651821,0,"clothing, gujarat, 30, 45, , facebook"
401,402,Brand44,Eco-friendly Goods,25-40,Male,Maharashtra,John Smith,@jane.doe,195584,903,45192,"eco, friendly, goods",Neutral,maharashtra,"25, 40",male,twitter,23.10618455,1,"eco, friendly, goods, maharashtra, 25, 40, male, twitter"
402,403,Brand19,Fashion Accessories,18-30,Male,Punjab,Liam Brown,@emma.t,190558,754,12057,"fashion, accessories",Negative,punjab,"18, 30",female,tiktok,6.327207464,1,"fashion, accessories, punjab, 18, 30, female, tiktok"
403,404,Brand37,Pet Supplies,15-24,Female,Maharashtra,Liam Brown,@mason.w,924689,488,37264,"pet, supplies",Positive,maharashtra,"15, 24",,instagram,4.029895457,0,"pet, supplies, maharashtra, 15, 24, , instagram"
404,405,Brand14,Gaming Products,25-34,All,Delhi,Liam Brown,@jane.doe,313230,902,29542,"gaming, products",Neutral,delhi,"25, 34",,tiktok,9.43140823,1,"gaming, products, delhi, 25, 34, , tiktok"
405,406,Brand91,Fashion Accessories,15-24,All,Rajasthan,John Smith,@jane.doe,227194,874,17615,"fashion, accessories",Negative,rajasthan,"15, 24",male,instagram,7.753285738,1,"fashion, accessories, rajasthan, 15, 24, male, instagram"
406,407,Brand15,Smartphones,All,All,Goa,Olivia Clark,@olivia.c,267206,396,6087,smartphones,Neutral,goa,,,twitter,2.278017709,0,"smartphones, goa, , , twitter"
407,408,Brand42,Fashion Accessories,18-25,All,Kerala,John Smith,@john.smith,102032,344,14344,"fashion, accessories",Positive,kerala,"18, 25",,twitter,14.05833464,1,"fashion, accessories, kerala, 18, 25, , twitter"
408,409,Brand19,Gadgets,18-28,All,Delhi,Isabella Moore,@jane.doe,553666,781,41764,gadgets,Negative,delhi,"18, 28",,twitter,7.54317585,1,"gadgets, delhi, 18, 28, , twitter"
409,410,Brand66,Eco-friendly Goods,25-34,Female,Bihar,Isabella Moore,@liam.brown,675028,362,41112,"eco, friendly, goods",Neutral,bihar,"25, 34",male,youtube,6.090414027,1,"eco, friendly, goods, bihar, 25, 34, male, youtube"
410,411,Brand66,Smartphones,15-24,All,India,Mason White,@john.smith,951799,268,40259,smartphones,Positive,india,"15, 24",male,tiktok,4.229779607,0,"smartphones, india, 15, 24, male, tiktok"
411,412,Brand17,Nutrition Products,25-34,Male,Uttar Pradesh,Isabella Moore,@sophia.w,382736,982,17702,"nutrition, products",Neutral,"uttar, pradesh","25, 34",,tiktok,4.625120187,0,"nutrition, products, uttar, pradesh, 25, 34, , tiktok"
412,413,Brand79,Fitness Equipment,30-45,Female,Haryana,John Smith,@emma.t,555393,537,20900,"fitness, equipment",Neutral,haryana,"30, 45",,instagram,3.763101083,0,"fitness, equipment, haryana, 30, 45, , instagram"
413,414,Brand14,Gadgets,30-45,All,India,Olivia Clark,@olivia.c,878168,895,12607,gadgets,Positive,india,"30, 45",,youtube,1.435602299,0,"gadgets, india, 30, 45, , youtube"
414,415,Brand27,Gadgets,All,Female,Tamil Nadu,Emma Taylor,@mia.lee,516678,579,7871,gadgets,Positive,"tamil, nadu",,female,twitter,1.523385939,0,"gadgets, tamil, nadu, , female, twitter"
415,416,Brand21,Home Appliances,18-25,Female,Tamil Nadu,Sophia Wilson,@noah.d,762063,83,15554,"home, appliances",Negative,"tamil, nadu","18, 25",,twitter,2.041038602,0,"home, appliances, tamil, nadu, 18, 25, , twitter"
416,417,Brand30,Books,22-40,Female,Karnataka,Olivia Clark,@mia.lee,399544,699,38867,books,Neutral,karnataka,"22, 40",male,youtube,9.727839737,1,"books, karnataka, 22, 40, male, youtube"
417,418,Brand63,Fitness Equipment,18-30,All,Karnataka,John Smith,@isabella.m,432943,832,25045,"fitness, equipment",Neutral,karnataka,"18, 30",,youtube,5.784826178,1,"fitness, equipment, karnataka, 18, 30, , youtube"
418,419,Brand72,Travel Services,18-25,All,Delhi,John Smith,@noah.d,920827,854,31458,"travel, services",Positive,delhi,"18, 25",,twitter,3.41627689,0,"travel, services, delhi, 18, 25, , twitter"
419,420,Brand65,Eco-friendly Goods,30-45,All,Haryana,Mia Lee,@olivia.c,617963,551,17846,"eco, friendly, goods",Negative,haryana,"30, 45",,instagram,2.887875164,0,"eco, friendly, goods, haryana, 30, 45, , instagram"
420,421,Brand84,Art Supplies,40-50,All,Delhi,Mason White,@mason.w,552510,998,39245,"art, supplies",Positive,delhi,"40, 50",male,twitter,7.103038859,1,"art, supplies, delhi, 40, 50, male, twitter"
421,422,Brand70,Food Products,All,Male,Karnataka,Mason White,@mia.lee,819865,249,8677,"food, products",Neutral,karnataka,,,twitter,1.058344971,0,"food, products, karnataka, , , twitter"
422,423,Brand74,Smartphones,18-25,Male,Uttar Pradesh,Emma Taylor,@isabella.m,485740,413,10976,smartphones,Negative,"uttar, pradesh","18, 25",female,tiktok,2.259645078,0,"smartphones, uttar, pradesh, 18, 25, female, tiktok"
423,424,Brand80,Eco-friendly Goods,30-45,All,Maharashtra,Olivia Clark,@noah.d,242215,515,45666,"eco, friendly, goods",Negative,maharashtra,"30, 45",female,facebook,18.85349793,1,"eco, friendly, goods, maharashtra, 30, 45, female, facebook"
424,425,Brand8,Clothing,40-50,Male,Delhi,John Smith,@noah.d,854307,919,11157,clothing,Positive,delhi,"40, 50",male,facebook,1.305970804,0,"clothing, delhi, 40, 50, male, facebook"
425,426,Brand98,Smartphones,18-30,Male,Punjab,Jane Doe,@liam.brown,757851,126,26515,smartphones,Positive,punjab,"18, 30",male,youtube,3.498708849,0,"smartphones, punjab, 18, 30, male, youtube"
426,427,Brand64,Cosmetics,22-40,All,Haryana,Sophia Wilson,@mason.w,900011,472,22724,cosmetics,Neutral,haryana,"22, 40",,twitter,2.52485803,0,"cosmetics, haryana, 22, 40, , twitter"
427,428,Brand62,Travel Services,25-40,All,Madhya Pradesh,Olivia Clark,@noah.d,770820,385,18691,"travel, services",Positive,"madhya, pradesh","25, 40",female,twitter,2.424820321,0,"travel, services, madhya, pradesh, 25, 40, female, twitter"
428,429,Brand90,Fitness Equipment,18-25,Female,India,John Smith,@jane.doe,417468,452,16940,"fitness, equipment",Negative,india,"18, 25",male,twitter,4.057796047,0,"fitness, equipment, india, 18, 25, male, twitter"
429,430,Brand55,Eco-friendly Goods,22-40,Female,Karnataka,John Smith,@emma.t,629325,554,9951,"eco, friendly, goods",Negative,karnataka,"22, 40",male,facebook,1.581217972,0,"eco, friendly, goods, karnataka, 22, 40, male, facebook"
430,431,Brand67,Travel Services,25-34,Male,Tamil Nadu,Olivia Clark,@mia.lee,831375,877,18750,"travel, services",Negative,"tamil, nadu","25, 34",,tiktok,2.255299955,0,"travel, services, tamil, nadu, 25, 34, , tiktok"
431,432,Brand79,Books,All,Male,India,Noah Davis,@isabella.m,396057,483,34186,books,Positive,india,,male,tiktok,8.631585858,1,"books, india, , male, tiktok"
432,433,Brand39,Pet Supplies,25-34,All,Delhi,Olivia Clark,@emma.t,435460,165,36404,"pet, supplies",Neutral,delhi,"25, 34",,instagram,8.359895283,1,"pet, supplies, delhi, 25, 34, , instagram"
433,434,Brand64,Cosmetics,18-25,Female,Goa,Mason White,@liam.brown,676908,140,41818,cosmetics,Negative,goa,"18, 25",male,facebook,6.177796687,1,"cosmetics, goa, 18, 25, male, facebook"
434,435,Brand37,Nutrition Products,40-50,Male,Tamil Nadu,Emma Taylor,@liam.brown,651949,846,20266,"nutrition, products",Negative,"tamil, nadu","40, 50",male,facebook,3.10852536,0,"nutrition, products, tamil, nadu, 40, 50, male, facebook"
435,436,Brand67,Art Supplies,18-25,Male,Madhya Pradesh,Mason White,@sophia.w,324344,754,37961,"art, supplies",Negative,"madhya, pradesh","18, 25",female,instagram,11.70393163,1,"art, supplies, madhya, pradesh, 18, 25, female, instagram"
436,437,Brand71,Art Supplies,18-30,Female,Maharashtra,John Smith,@emma.t,892499,464,36012,"art, supplies",Negative,maharashtra,"18, 30",male,facebook,4.034962504,0,"art, supplies, maharashtra, 18, 30, male, facebook"
437,438,Brand64,Fitness Equipment,25-40,Female,Gujarat,Emma Taylor,@mason.w,621645,712,26196,"fitness, equipment",Negative,gujarat,"25, 40",female,instagram,4.213980648,0,"fitness, equipment, gujarat, 25, 40, female, instagram"
438,439,Brand58,Gaming Products,25-40,All,Madhya Pradesh,Olivia Clark,@noah.d,831103,456,22122,"gaming, products",Positive,"madhya, pradesh","25, 40",female,twitter,2.661763945,0,"gaming, products, madhya, pradesh, 25, 40, female, twitter"
439,440,Brand76,Clothing,30-45,All,Delhi,Mason White,@olivia.c,887789,435,5486,clothing,Negative,delhi,"30, 45",male,facebook,0.617939623,0,"clothing, delhi, 30, 45, male, facebook"
440,441,Brand4,Pet Supplies,18-30,All,Maharashtra,Mason White,@jane.doe,553555,134,7528,"pet, supplies",Negative,maharashtra,"18, 30",female,facebook,1.359937134,0,"pet, supplies, maharashtra, 18, 30, female, facebook"
441,442,Brand77,Fashion Accessories,18-30,Female,Uttar Pradesh,Isabella Moore,@mia.lee,510149,372,41111,"fashion, accessories",Negative,"uttar, pradesh","18, 30",,twitter,8.058626009,1,"fashion, accessories, uttar, pradesh, 18, 30, , twitter"
442,443,Brand6,Smartphones,40-50,Female,Goa,Sophia Wilson,@sophia.w,724144,478,23886,smartphones,Neutral,goa,"40, 50",male,facebook,3.298515212,0,"smartphones, goa, 40, 50, male, facebook"
443,444,Brand92,Smartphones,18-25,Female,Kerala,John Smith,@noah.d,574454,269,28369,smartphones,Positive,kerala,"18, 25",,facebook,4.93842849,0,"smartphones, kerala, 18, 25, , facebook"
444,445,Brand18,Fitness Equipment,25-40,Female,Madhya Pradesh,Mia Lee,@isabella.m,858130,444,37279,"fitness, equipment",Positive,"madhya, pradesh","25, 40",female,instagram,4.344213581,0,"fitness, equipment, madhya, pradesh, 25, 40, female, instagram"
445,446,Brand77,Gadgets,22-40,All,Haryana,Mason White,@sophia.w,675396,217,47163,gadgets,Positive,haryana,"22, 40",male,twitter,6.983014409,1,"gadgets, haryana, 22, 40, male, twitter"
446,447,Brand6,Smartphones,18-25,All,India,Mia Lee,@sophia.w,648526,482,31792,smartphones,Negative,india,"18, 25",female,youtube,4.90219359,0,"smartphones, india, 18, 25, female, youtube"
447,448,Brand97,Clothing,15-24,Male,Maharashtra,Emma Taylor,@john.smith,235065,520,18679,clothing,Negative,maharashtra,"15, 24",male,instagram,7.946312722,1,"clothing, maharashtra, 15, 24, male, instagram"
448,449,Brand79,Art Supplies,30-45,All,Haryana,Liam Brown,@liam.brown,107671,316,34144,"art, supplies",Neutral,haryana,"30, 45",female,twitter,31.71141719,1,"art, supplies, haryana, 30, 45, female, twitter"
449,450,Brand18,Nutrition Products,15-24,Female,West Bengal,Mia Lee,@mia.lee,773274,364,32788,"nutrition, products",Positive,"west, bengal","15, 24",female,twitter,4.240152908,0,"nutrition, products, west, bengal, 15, 24, female, twitter"
450,451,Brand32,Cosmetics,22-40,All,Maharashtra,Sophia Wilson,@noah.d,159430,683,19567,cosmetics,Neutral,maharashtra,"22, 40",female,instagram,12.27309791,1,"cosmetics, maharashtra, 22, 40, female, instagram"
451,452,Brand71,Smartphones,25-34,Female,India,Isabella Moore,@liam.brown,731303,722,13367,smartphones,Positive,india,"25, 34",,facebook,1.827833333,0,"smartphones, india, 25, 34, , facebook"
452,453,Brand56,Fitness Equipment,30-45,All,Bihar,Mason White,@mia.lee,699006,732,35026,"fitness, equipment",Neutral,bihar,"30, 45",,youtube,5.010829664,1,"fitness, equipment, bihar, 30, 45, , youtube"
453,454,Brand2,Fitness Equipment,18-28,All,Goa,Sophia Wilson,@mia.lee,322963,412,29089,"fitness, equipment",Negative,goa,"18, 28",male,facebook,9.006914105,1,"fitness, equipment, goa, 18, 28, male, facebook"
454,455,Brand83,Fitness Equipment,25-34,Male,Haryana,Emma Taylor,@jane.doe,415339,324,17499,"fitness, equipment",Neutral,haryana,"25, 34",,youtube,4.213184892,0,"fitness, equipment, haryana, 25, 34, , youtube"
455,456,Brand86,Gadgets,18-25,Female,Uttar Pradesh,Olivia Clark,@mia.lee,460821,181,49215,gadgets,Negative,"uttar, pradesh","18, 25",male,twitter,10.67985183,1,"gadgets, uttar, pradesh, 18, 25, male, twitter"
456,457,Brand72,Smartphones,15-24,Male,India,Jane Doe,@noah.d,438496,573,34577,smartphones,Neutral,india,"15, 24",,youtube,7.885362694,1,"smartphones, india, 15, 24, , youtube"
457,458,Brand80,Food Products,22-40,Male,Uttar Pradesh,Liam Brown,@isabella.m,426565,491,17133,"food, products",Positive,"uttar, pradesh","22, 40",,instagram,4.016503933,0,"food, products, uttar, pradesh, 22, 40, , instagram"
458,459,Brand80,Home Appliances,15-24,Female,Rajasthan,Mason White,@emma.t,498867,899,29686,"home, appliances",Positive,rajasthan,"15, 24",female,youtube,5.950684251,1,"home, appliances, rajasthan, 15, 24, female, youtube"
459,460,Brand90,Travel Services,18-30,Male,Gujarat,Sophia Wilson,@noah.d,822676,939,37935,"travel, services",Positive,gujarat,"18, 30",male,facebook,4.611171348,0,"travel, services, gujarat, 18, 30, male, facebook"
460,461,Brand31,Gaming Products,18-28,All,Kerala,Jane Doe,@emma.t,360856,388,21660,"gaming, products",Neutral,kerala,"18, 28",female,youtube,6.002394307,1,"gaming, products, kerala, 18, 28, female, youtube"
461,462,Brand93,Fashion Accessories,All,Male,Madhya Pradesh,John Smith,@olivia.c,578233,672,33585,"fashion, accessories",Negative,"madhya, pradesh",,female,youtube,5.80821226,1,"fashion, accessories, madhya, pradesh, , female, youtube"
462,463,Brand23,Fashion Accessories,18-30,Male,India,Noah Davis,@jane.doe,468178,75,40433,"fashion, accessories",Negative,india,"18, 30",male,tiktok,8.636245189,1,"fashion, accessories, india, 18, 30, male, tiktok"
463,464,Brand91,Clothing,22-40,All,Rajasthan,Jane Doe,@olivia.c,596876,169,6843,clothing,Negative,rajasthan,"22, 40",,youtube,1.146469283,0,"clothing, rajasthan, 22, 40, , youtube"
464,465,Brand50,Books,30-45,Female,Haryana,Mia Lee,@john.smith,535642,824,47249,books,Negative,haryana,"30, 45",,instagram,8.821003581,1,"books, haryana, 30, 45, , instagram"
465,466,Brand62,Clothing,18-25,Male,Delhi,Sophia Wilson,@isabella.m,549257,596,26682,clothing,Neutral,delhi,"18, 25",,twitter,4.857835221,0,"clothing, delhi, 18, 25, , twitter"
466,467,Brand72,Fitness Equipment,18-28,All,Maharashtra,John Smith,@emma.t,900292,320,43948,"fitness, equipment",Negative,maharashtra,"18, 28",,instagram,4.881527327,0,"fitness, equipment, maharashtra, 18, 28, , instagram"
467,468,Brand11,Books,25-34,Female,Kerala,Sophia Wilson,@liam.brown,666395,917,19512,books,Negative,kerala,"25, 34",female,tiktok,2.927993157,0,"books, kerala, 25, 34, female, tiktok"
468,469,Brand3,Home Appliances,18-28,Female,Bihar,John Smith,@john.smith,684591,769,23780,"home, appliances",Negative,bihar,"18, 28",male,tiktok,3.473606869,0,"home, appliances, bihar, 18, 28, male, tiktok"
469,470,Brand56,Food Products,40-50,Female,Gujarat,Olivia Clark,@sophia.w,641938,623,39625,"food, products",Neutral,gujarat,"40, 50",,youtube,6.172714499,1,"food, products, gujarat, 40, 50, , youtube"
470,471,Brand44,Smartphones,25-34,Male,Madhya Pradesh,Emma Taylor,@mia.lee,472602,50,39946,smartphones,Neutral,"madhya, pradesh","25, 34",male,twitter,8.452355259,1,"smartphones, madhya, pradesh, 25, 34, male, twitter"
471,472,Brand72,Clothing,40-50,Male,Punjab,Mason White,@emma.t,269568,413,6643,clothing,Positive,punjab,"40, 50",,youtube,2.464313272,0,"clothing, punjab, 40, 50, , youtube"
472,473,Brand96,Art Supplies,18-30,Female,Goa,Jane Doe,@noah.d,822600,577,13146,"art, supplies",Neutral,goa,"18, 30",male,youtube,1.598103574,0,"art, supplies, goa, 18, 30, male, youtube"
473,474,Brand34,Food Products,30-45,All,Karnataka,Emma Taylor,@john.smith,622651,639,45482,"food, products",Neutral,karnataka,"30, 45",,twitter,7.304573509,1,"food, products, karnataka, 30, 45, , twitter"
474,475,Brand8,Smartphones,18-25,Male,Delhi,Olivia Clark,@mason.w,634069,59,12889,smartphones,Negative,delhi,"18, 25",,tiktok,2.03274407,0,"smartphones, delhi, 18, 25, , tiktok"
475,476,Brand17,Fitness Equipment,All,Female,Tamil Nadu,Olivia Clark,@mason.w,572871,867,16765,"fitness, equipment",Neutral,"tamil, nadu",,,twitter,2.926487813,0,"fitness, equipment, tamil, nadu, , , twitter"
476,477,Brand32,Fitness Equipment,25-40,All,Bihar,Olivia Clark,@sophia.w,729501,196,35618,"fitness, equipment",Positive,bihar,"25, 40",male,tiktok,4.882515583,0,"fitness, equipment, bihar, 25, 40, male, tiktok"
477,478,Brand23,Fitness Equipment,18-25,All,Goa,John Smith,@isabella.m,574804,723,39512,"fitness, equipment",Neutral,goa,"18, 25",female,tiktok,6.87399531,1,"fitness, equipment, goa, 18, 25, female, tiktok"
478,479,Brand83,Smartphones,25-34,All,Kerala,Sophia Wilson,@noah.d,186994,854,44889,smartphones,Negative,kerala,"25, 34",,twitter,24.00558307,1,"smartphones, kerala, 25, 34, , twitter"
479,480,Brand93,Fitness Equipment,All,All,Rajasthan,Isabella Moore,@emma.t,681910,610,49165,"fitness, equipment",Neutral,rajasthan,,male,instagram,7.209895734,1,"fitness, equipment, rajasthan, , male, instagram"
480,481,Brand34,Art Supplies,All,All,Karnataka,Jane Doe,@jane.doe,385902,558,9642,"art, supplies",Neutral,karnataka,,male,instagram,2.498561811,0,"art, supplies, karnataka, , male, instagram"
481,482,Brand79,Food Products,25-40,Female,Bihar,Mia Lee,@noah.d,501753,511,35121,"food, products",Neutral,bihar,"25, 40",,youtube,6.999659195,1,"food, products, bihar, 25, 40, , youtube"
482,483,Brand89,Eco-friendly Goods,18-28,All,Madhya Pradesh,John Smith,@sophia.w,616437,470,29129,"eco, friendly, goods",Negative,"madhya, pradesh","18, 28",female,tiktok,4.725381507,0,"eco, friendly, goods, madhya, pradesh, 18, 28, female, tiktok"
483,484,Brand70,Gaming Products,18-30,Female,Rajasthan,John Smith,@sophia.w,571597,128,23237,"gaming, products",Negative,rajasthan,"18, 30",male,twitter,4.06527676,0,"gaming, products, rajasthan, 18, 30, male, twitter"
484,485,Brand86,Nutrition Products,15-24,Male,Tamil Nadu,Mason White,@mia.lee,972206,258,23458,"nutrition, products",Positive,"tamil, nadu","15, 24",male,tiktok,2.412863117,0,"nutrition, products, tamil, nadu, 15, 24, male, tiktok"
485,486,Brand12,Travel Services,All,Male,Kerala,Mia Lee,@noah.d,692032,319,20504,"travel, services",Neutral,kerala,,male,facebook,2.962868769,0,"travel, services, kerala, , male, facebook"
486,487,Brand63,Travel Services,25-34,Female,West Bengal,Mason White,@john.smith,285216,684,8379,"travel, services",Positive,"west, bengal","25, 34",,instagram,2.937773477,0,"travel, services, west, bengal, 25, 34, , instagram"
487,488,Brand59,Books,25-40,Female,Uttar Pradesh,Olivia Clark,@liam.brown,602606,301,5166,books,Positive,"uttar, pradesh","25, 40",male,youtube,0.857276562,0,"books, uttar, pradesh, 25, 40, male, youtube"
488,489,Brand7,Fashion Accessories,All,All,Punjab,Sophia Wilson,@john.smith,435239,574,16402,"fashion, accessories",Positive,punjab,,,youtube,3.768504201,0,"fashion, accessories, punjab, , , youtube"
489,490,Brand20,Home Appliances,All,Male,Delhi,Sophia Wilson,@liam.brown,596300,616,22341,"home, appliances",Negative,delhi,,,youtube,3.746604058,0,"home, appliances, delhi, , , youtube"
490,491,Brand54,Food Products,All,Female,India,Noah Davis,@sophia.w,128992,633,19684,"food, products",Positive,india,,male,instagram,15.25986108,1,"food, products, india, , male, instagram"
491,492,Brand15,Art Supplies,18-25,All,Goa,John Smith,@olivia.c,915749,946,18290,"art, supplies",Neutral,goa,"18, 25",,facebook,1.997272178,0,"art, supplies, goa, 18, 25, , facebook"
492,493,Brand46,Gaming Products,30-45,All,Gujarat,Sophia Wilson,@sophia.w,552522,754,27526,"gaming, products",Neutral,gujarat,"30, 45",male,facebook,4.981883074,0,"gaming, products, gujarat, 30, 45, male, facebook"
493,494,Brand6,Home Appliances,All,Female,Tamil Nadu,Mason White,@john.smith,537760,63,47820,"home, appliances",Neutral,"tamil, nadu",,male,facebook,8.892442725,1,"home, appliances, tamil, nadu, , male, facebook"
494,495,Brand71,Gaming Products,15-24,Female,Haryana,Emma Taylor,@mason.w,952058,964,44566,"gaming, products",Negative,haryana,"15, 24",,twitter,4.681017333,0,"gaming, products, haryana, 15, 24, , twitter"
495,496,Brand89,Books,25-40,All,Kerala,Olivia Clark,@noah.d,811805,997,9996,books,Negative,kerala,"25, 40",female,instagram,1.231330184,0,"books, kerala, 25, 40, female, instagram"
496,497,Brand34,Home Appliances,40-50,All,Madhya Pradesh,Noah Davis,@mia.lee,123970,208,32692,"home, appliances",Positive,"madhya, pradesh","40, 50",female,instagram,26.37089618,1,"home, appliances, madhya, pradesh, 40, 50, female, instagram"
497,498,Brand19,Travel Services,15-24,Male,West Bengal,Sophia Wilson,@john.smith,510159,102,41739,"travel, services",Positive,"west, bengal","15, 24",female,youtube,8.181566923,1,"travel, services, west, bengal, 15, 24, female, youtube"
498,499,Brand64,Fashion Accessories,15-24,All,Gujarat,Mia Lee,@sophia.w,513585,893,41420,"fashion, accessories",Neutral,gujarat,"15, 24",,youtube,8.064877284,1,"fashion, accessories, gujarat, 15, 24, , youtube"
499,500,Brand24,Cosmetics,18-28,All,Haryana,Emma Taylor,@jane.doe,703599,723,8027,cosmetics,Negative,haryana,"18, 28",,youtube,1.140848694,0,"cosmetics, haryana, 18, 28, , youtube"
500,501,Brand15,Clothing,40-50,Male,Rajasthan,Jane Doe,@john.smith,919103,609,30734,clothing,Negative,rajasthan,"40, 50",female,instagram,3.343912489,0,"clothing, rajasthan, 40, 50, female, instagram"
501,502,Brand97,Clothing,22-40,Female,Uttar Pradesh,Emma Taylor,@isabella.m,880720,69,35082,clothing,Neutral,"uttar, pradesh","22, 40",,tiktok,3.983331819,0,"clothing, uttar, pradesh, 22, 40, , tiktok"
