id,brand_name,target_category,target_age,target_gender,target_location
1546,Brand103,Smartphones,All,Female,Karnataka
1547,Brand120,Cosmetics,15-24,All,Madhya Pradesh
1548,Brand106,Fashion Accessories,18-30,Female,Karnataka
1549,Brand123,Nutrition Products,All,Male,Maharashtra
1550,Brand131,Smartphones,All,Male,Uttar Pradesh
1551,Brand128,Gadgets,18-28,Female,Maharashtra
1552,Brand123,Art Supplies,18-30,All,Kerala
1553,Brand111,Fashion Accessories,All,Male,Uttar Pradesh
1554,Brand128,Smartphones,18-28,Male,Karnataka
1555,Brand118,Fashion Accessories,All,Female,Madhya Pradesh
1556,Brand125,Eco-friendly Goods,15-24,Male,Madhya Pradesh
1557,Brand126,Eco-friendly Goods,18-28,All,Bihar
1558,Brand117,Smartphones,18-30,Female,Madhya Pradesh
1559,Brand143,Art Supplies,All,Female,Gujarat
1560,Brand134,Smartphones,All,All,Madhya Pradesh
1561,Brand141,Gaming Products,18-30,Male,Delhi
1562,Brand129,Nutrition Products,All,Male,Madhya Pradesh
1563,Brand131,Smartphones,40-50,All,Delhi
1564,Brand133,Pet Supplies,18-28,Female,Haryana
1565,Brand104,Smartphones,25-40,Female,Delhi
1566,Brand132,Fashion Accessories,40-50,Female,Karnataka
1567,Brand111,Home Appliances,40-50,Female,Karnataka
1568,Brand133,Smartphones,40-50,Female,Rajasthan
1569,Brand123,Art Supplies,18-25,Male,Kerala
1570,Brand119,Travel Services,18-30,Female,Rajasthan
1571,Brand148,Nutrition Products,30-45,Female,Goa
1572,Brand122,Travel Services,22-40,Male,Gujarat
1573,Brand140,Smartphones,25-40,All,West Bengal
1574,Brand104,Travel Services,25-40,Female,Kerala
1575,Brand137,Nutrition Products,30-45,Female,Karnataka
1576,Brand116,Gadgets,15-24,Female,Uttar Pradesh
1577,Brand143,Gadgets,All,All,Uttar Pradesh
1578,Brand142,Travel Services,18-30,Male,Tamil Nadu
1579,Brand131,Travel Services,18-30,Male,Kerala
1580,Brand150,Art Supplies,15-24,Male,Uttar Pradesh
1581,Brand101,Gaming Products,25-40,Female,Kerala
1582,Brand112,Fashion Accessories,18-30,Male,Karnataka
1583,Brand122,Gadgets,15-24,Male,Karnataka
1584,Brand135,Cosmetics,18-30,Female,Maharashtra
1585,Brand123,Art Supplies,All,Female,Tamil Nadu
1586,Brand135,Art Supplies,22-40,Male,Maharashtra
1587,Brand131,Cosmetics,18-28,Male,Karnataka
1588,Brand119,Gadgets,18-25,Male,Delhi
1589,Brand122,Gaming Products,18-30,All,Karnataka
1590,Brand101,Nutrition Products,15-24,All,Punjab
1591,Brand124,Gadgets,18-28,Female,Karnataka
1592,Brand104,Smartphones,30-45,Female,Tamil Nadu
1593,Brand115,Travel Services,30-45,Male,Kerala
1594,Brand108,Home Appliances,15-24,All,Madhya Pradesh
1595,Brand106,Smartphones,15-24,Male,Karnataka
1596,Brand146,Fashion Accessories,18-30,All,Uttar Pradesh
1597,Brand107,Gaming Products,22-40,Female,Karnataka
1598,Brand149,Eco-friendly Goods,All,Male,Maharashtra
1599,Brand125,Smartphones,18-30,All,Madhya Pradesh
1600,Brand119,Fashion Accessories,15-24,All,Delhi
