id,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_gender,Platform,Engagement_rate
705,Amitabh,Lucas Brown@abc,801403,241,25661,Smartphones,Neutral,Goa,18-28,Female,Youtube,4.15254998
706,Ava Wilson,Saurav@jn,204024,978,40347,Cosmetics,Negative,Kerala,40-50,Male,Youtube,4.15254998
707,Gagan,Amitabh@abc,997417,390,5859,Home Appliances,Neutral,Punjab,All,Female,Twitter,4.148895638
708,Noah Martinez,Jackson Lee@abc,440405,832,32383,Travel Services,Negative,Madhya Pradesh,18-30,All,Youtube,4.148895638
709,Ethan Jones,Lucas Brown@abc,254997,690,25661,Travel Services,Negative,Kerala,22-40,Male,Youtube,4.122294086
710,Sanjay DuttAiden Smith,Akshay@kumar,254997,545,36337,Nutrition Products,Negative,Kerala,All,All,Twitter,4.122294086
711,Amelia Taylor,Sophia Rodriguez@abc,113855,922,24228,Art Supplies,Negative,Punjab,18-30,All,Tiktok,4.118068599
712,Gagan,Saurav@jn,682670,127,8042,Art Supplies,Negative,Bihar,18-30,Female,Tiktok,4.118068599
713,Noah Martinez,Sujeet@r,733223,973,8042,Home Appliances,Negative,Goa,18-25,Male,Facebook,4.113127864
714,Sophia Rodriguez,Ashwin@ravichandra,341829,976,26257,Nutrition Products,Negative,Tamil Nadu,18-30,Male,Youtube,4.113127864
715,Isabella Anderson,Mia Johnson@abc,612971,832,42198,Food Products,Neutral,Madhya Pradesh,30-45,Female,Facebook,4.110861588
716,Saurav,Emma Garcia@abc,784742,390,6903,Art Supplies,Positive,Maharashtra,30-45,All,Youtube,4.110861588
717,Sanjay DuttAiden Smith,Sujeet@r,885659,60,34550,Fashion Accessories,Neutral,Gujarat,All,Female,Tiktok,4.10477896
718,Sujeet,Sujeet@r,287030,690,42833,Fashion Accessories,Positive,Karnataka,22-40,Female,Youtube,4.10477896
719,Ankit,Ethan Jones@abc,638336,690,26869,Gadgets,Positive,Uttar Pradesh,All,Female,Facebook,4.06527676
720,Ethan Jones,Emma Garcia@abc,338287,545,41313,Pet Supplies,Negative,Maharashtra,All,Female,Youtube,4.06527676
721,Ankit,Faisal@dscdf,638336,944,28180,Eco-friendly Goods,Neutral,Delhi,30-45,Female,Twitter,4.057796047
722,Sophia Rodriguez,Salman Khan@abc,338287,978,21103,Books,Negative,Uttar Pradesh,18-30,All,Tiktok,4.057796047
723,Liam Harris,Liam Harris@abc,495171,174,46587,Travel Services,Neutral,Karnataka,18-30,All,Facebook,4.050548645
724,Salman Khan,Oliver Thompson@abc,981575,986,26257,Travel Services,Neutral,West Bengal,30-45,Female,Youtube,4.050548645
725,Sanjay DuttAiden Smith,Ashwin@ravichandra,254997,508,41717,Smartphones,Neutral,Delhi,All,Female,Instagram,4.034962504
726,Sanjay DuttAiden Smith,Ashwin@ravichandra,230748,301,40011,Gadgets,Negative,Maharashtra,All,Female,Facebook,4.034962504
727,Mia Johnson,Oliver Thompson@abc,204024,205,20008,Art Supplies,Negative,Maharashtra,18-28,Male,Tiktok,4.029895457
728,Noah Martinez,Liam Harris@abc,767339,762,12931,Smartphones,Negative,Kerala,22-40,Female,Twitter,4.029895457
729,Zoe Williams,Jackson Lee@abc,202147,241,49725,Gaming Products,Positive,Punjab,18-30,Male,Tiktok,4.016503933
730,Sanjay DuttAiden Smith,Ankit@jk,842653,358,5494,Gadgets,Negative,Kerala,18-25,All,Tiktok,4.016503933
731,Akshay,Faisal@dscdf,324945,605,25661,Cosmetics,Neutral,Haryana,18-30,Male,Twitter,4.012021436
732,Vicky,Ethan Jones@abc,612971,412,31587,Eco-friendly Goods,Negative,Delhi,All,Female,Twitter,4.012021436
733,Rohit,Salman Khan@abc,183216,175,28785,Smartphones,Negative,Bihar,22-40,All,Instagram,3.993461407
734,Gagan,Sarukh khan@abc,338878,229,6893,Fashion Accessories,Neutral,Maharashtra,18-28,Male,Youtube,3.993461407
735,Sarukh khan,Rahul@cdf,113855,245,5494,Food Products,Neutral,Kerala,All,All,Facebook,3.99326576
736,Vicky,Vicky@kaushal,997417,229,39221,Smartphones,Neutral,Punjab,15-24,Male,Youtube,3.99326576
737,Ethan Jones,Rahul@cdf,204024,605,22289,Art Supplies,Negative,Kerala,15-24,Male,Facebook,3.983331819
738,Sophia Rodriguez,Sophia Rodriguez@abc,767339,114,8042,Gaming Products,Neutral,Goa,All,Male,Tiktok,3.983331819
739,Salman Khan,Oliver Thompson@abc,750376,961,31587,Gadgets,Neutral,Goa,18-28,Male,Youtube,3.978293024
740,Ava Wilson,Amitabh@abc,682670,229,6893,Books,Neutral,Punjab,18-25,Male,Youtube,3.978293024
741,Ethan Jones,Saurav@jn,856447,193,43038,Fashion Accessories,Neutral,Kerala,15-24,Female,Twitter,3.965814345
742,Jackson Lee,Elijah White@abc,426339,944,27018,Smartphones,Neutral,Delhi,18-25,Female,Youtube,3.965814345
743,Gaurav,Sujeet@r,340770,962,28785,Cosmetics,Neutral,Maharashtra,22-40,Male,Facebook,3.949644423
744,Sarukh khan,Amelia Taylor@abc,338878,386,40347,Smartphones,Negative,Punjab,40-50,All,Tiktok,3.949644423
745,Jackson Lee,Amelia Taylor@abc,366076,847,42833,Art Supplies,Negative,Kerala,18-28,All,Youtube,3.942789388
746,Jackson Lee,Vicky@kaushal,733223,193,39221,Nutrition Products,Neutral,Gujarat,15-24,All,Instagram,3.942789388
747,Ashwin,Oliver Thompson@abc,857495,669,24228,Art Supplies,Negative,Delhi,22-40,All,Facebook,3.919136306
748,Isabella Anderson,Vicky@kaushal,258700,143,40347,Cosmetics,Neutral,Uttar Pradesh,All,All,Instagram,3.919136306
749,Jackson Lee,Ava Wilson@abc,857495,433,12931,Smartphones,Neutral,Karnataka,18-30,Female,Tiktok,3.881761507
750,Mia Johnson,Amelia Taylor@abc,709166,245,6903,Smartphones,Neutral,Delhi,18-30,Male,Instagram,3.881761507
751,Sujeet,Isabella Anderson@abc,114466,51,6893,Travel Services,Neutral,Bihar,25-40,All,Youtube,3.881460403
752,Sarukh khan,Sophia Rodriguez@abc,750376,60,6903,Smartphones,Neutral,Maharashtra,18-30,Female,Twitter,3.881460403
753,Isabella Anderson,Faisal@dscdf,767339,534,32383,Travel Services,Negative,Punjab,15-24,All,Twitter,3.846721127
754,Sujeet,Sanjay Dutt@abcAiden Smith@abc,702603,540,34817,Gadgets,Negative,Gujarat,25-40,All,Twitter,3.846721127
755,Emma Garcia,Lucas Brown@abc,997417,545,6903,Smartphones,Negative,Delhi,18-25,Female,Facebook,3.819134025
756,Ashwin,Rohit@abc,757739,832,40011,Gadgets,Negative,Bihar,18-25,Male,Tiktok,3.819134025
757,Elijah White,Lucas Brown@abc,767339,757,26257,Cosmetics,Positive,Haryana,18-30,Male,Twitter,3.782202095
758,Ankit,Rohit@abc,495171,205,29874,Fashion Accessories,Positive,Punjab,30-45,All,Instagram,3.782202095
759,Ashwin,Gagan@fef,495171,114,41313,Travel Services,Negative,Uttar Pradesh,40-50,All,Youtube,3.781086279
760,Lucas Brown,Liam Harris@abc,113855,58,34817,Gaming Products,Neutral,Kerala,All,Male,Facebook,3.781086279
761,Rahul,Amitabh@abc,682670,609,12822,Smartphones,Negative,Kerala,30-45,Male,Tiktok,3.768504201
762,Sanjay DuttAiden Smith,Ethan Jones@abc,360266,190,24716,Travel Services,Negative,Goa,30-45,Male,Tiktok,3.768504201
763,Gaurav,Rahul@cdf,426339,301,7083,Nutrition Products,Negative,Punjab,18-28,Male,Twitter,3.763101083
764,Ankit,Mia Johnson@abc,664210,669,28785,Gaming Products,Negative,Punjab,22-40,All,Twitter,3.763101083
765,Amitabh,Salman Khan@abc,409843,762,43038,Fashion Accessories,Neutral,Karnataka,All,All,Twitter,3.749519564
766,Ava Wilson,Rahul@cdf,851696,690,40011,Nutrition Products,Neutral,Maharashtra,40-50,Male,Youtube,3.749519564
767,Amelia Taylor,Amelia Taylor@abc,997417,390,41587,Home Appliances,Neutral,Maharashtra,18-30,All,Twitter,3.746604058
768,Rahul,Ethan Jones@abc,767339,229,8042,Clothing,Neutral,Delhi,15-24,All,Instagram,3.746604058
769,Amelia Taylor,Amelia Taylor@abc,767339,944,43038,Pet Supplies,Negative,Kerala,30-45,Female,Tiktok,3.708545341
770,Sarukh khan,Sujeet@r,851696,978,32383,Fashion Accessories,Negative,Karnataka,40-50,Female,Tiktok,3.708545341
771,Emma Garcia,Akshay@kumar,340770,961,12822,Gaming Products,Neutral,Kerala,40-50,Female,Instagram,3.671381639
772,Jackson Lee,Sujeet@r,360266,245,12931,Eco-friendly Goods,Neutral,Rajasthan,15-24,Male,Twitter,3.671381639
773,Oliver Thompson,Faisal@dscdf,440405,143,17005,Pet Supplies,Neutral,Delhi,All,Male,Facebook,3.665703715
774,Gaurav,Elijah White@abc,287030,544,31587,Travel Services,Neutral,Uttar Pradesh,All,Female,Instagram,3.665703715
775,Sophia Rodriguez,Jackson Lee@abc,183216,847,12931,Fashion Accessories,Positive,Delhi,25-40,Male,Youtube,3.658964794
776,Saurav,Lucas Brown@abc,733223,922,21103,Pet Supplies,Neutral,Delhi,15-24,All,Tiktok,3.658964794
777,Amitabh,Zoe Williams@abc,750376,605,21103,Gaming Products,Negative,Karnataka,15-24,Female,Twitter,3.639356681
778,Akshay,Akshay@kumar,264487,922,40347,Smartphones,Positive,Karnataka,18-30,Male,Tiktok,3.639356681
779,Amitabh,Gaurav@jn,682670,762,49725,Cosmetics,Neutral,Rajasthan,18-28,Female,Youtube,3.616208223
780,Sophia Rodriguez,Sarukh khan@abc,767339,962,41587,Travel Services,Neutral,Tamil Nadu,15-24,Female,Twitter,3.616208223
781,Oliver Thompson,Vicky@kaushal,254997,60,29251,Art Supplies,Neutral,Goa,18-30,Female,Instagram,3.605565625
782,Jackson Lee,Vicky@kaushal,612971,301,27084,Cosmetics,Negative,Kerala,30-45,All,Instagram,3.605565625
783,Jackson Lee,Sarukh khan@abc,183216,390,42198,Nutrition Products,Negative,Goa,18-30,All,Tiktok,3.570854178
784,Amelia Taylor,Sujeet@r,546160,762,7083,Food Products,Neutral,Kerala,18-30,Female,Tiktok,3.570854178
785,Emma Garcia,Oliver Thompson@abc,340770,153,12690,Gaming Products,Neutral,Rajasthan,30-45,Male,Tiktok,3.551289147
786,Elijah White,Ashwin@ravichandra,366076,545,39221,Pet Supplies,Positive,Haryana,All,All,Youtube,3.551289147
787,Zoe Williams,Isabella Anderson@abc,440405,190,12822,Smartphones,Negative,Delhi,18-30,Female,Instagram,3.535829787
788,Gagan,Faisal@dscdf,981916,961,49725,Gadgets,Neutral,Haryana,15-24,Male,Youtube,3.535829787
789,Saurav,Ava Wilson@abc,981575,757,15636,Gaming Products,Neutral,Uttar Pradesh,18-25,Female,Youtube,3.514939941
790,Rahul,Rahul@cdf,324945,922,39221,Smartphones,Negative,Goa,18-30,Male,Tiktok,3.514939941
791,Faisal,Lucas Brown@abc,767339,433,29251,Gaming Products,Positive,Kerala,22-40,Female,Instagram,3.51310971
792,Lucas Brown,Sujeet@r,366076,127,28785,Gadgets,Negative,Goa,18-30,Male,Facebook,3.51310971
793,Rohit,Amitabh@abc,842653,412,21103,Fashion Accessories,Neutral,Madhya Pradesh,18-30,Male,Twitter,3.505990642
794,Ashwin,Amitabh@abc,287030,114,24228,Cosmetics,Negative,Haryana,15-24,Male,Tiktok,3.505990642
795,Zoe Williams,Zoe Williams@abc,851696,175,12822,Travel Services,Negative,Bihar,30-45,Female,Twitter,3.498708849
796,Ankit,Vicky@kaushal,612971,174,5494,Home Appliances,Negative,Tamil Nadu,22-40,Female,Facebook,3.498708849
797,Ava Wilson,Noah Martinez@abc,971583,632,43038,Art Supplies,Negative,Madhya Pradesh,25-40,Female,Tiktok,3.497396732
798,Amitabh,Rohit@abc,338287,832,39221,Art Supplies,Neutral,Gujarat,15-24,All,Youtube,3.497396732
799,Gaurav,Zoe Williams@abc,230748,976,40347,Gadgets,Negative,Rajasthan,30-45,Female,Tiktok,3.490716521
800,Liam Harris,Amitabh@abc,702603,190,37363,Pet Supplies,Neutral,Delhi,15-24,Male,Instagram,3.490716521
801,Faisal,Noah Martinez@abc,682670,832,41717,Travel Services,Negative,Kerala,15-24,Female,Youtube,3.488462738
802,Sanjay DuttAiden Smith,Faisal@dscdf,302086,394,31587,Fashion Accessories,Neutral,Kerala,40-50,All,Twitter,3.488462738
803,Mia Johnson,Ashwin@ravichandra,287030,762,41717,Art Supplies,Negative,Gujarat,15-24,Female,Instagram,3.482209174
804,Ava Wilson,Sophia Rodriguez@abc,169890,58,42198,Clothing,Neutral,Rajasthan,30-45,Female,Tiktok,3.482209174
805,Vicky,Akshay@kumar,426339,762,26257,Fashion Accessories,Neutral,Punjab,18-30,All,Facebook,3.475406375
806,Lucas Brown,Liam Harris@abc,324945,762,8042,Eco-friendly Goods,Neutral,Delhi,All,Female,Facebook,3.475406375
807,Rahul,Gagan@fef,360266,572,24716,Gadgets,Negative,Haryana,18-30,Female,Tiktok,3.473606869
808,Gaurav,Oliver Thompson@abc,612971,832,40347,Home Appliances,Neutral,Kerala,All,All,Instagram,3.473606869
809,Emma Garcia,Oliver Thompson@abc,495171,245,36337,Smartphones,Negative,Madhya Pradesh,15-24,Male,Tiktok,3.465642141
810,Lucas Brown,Sujeet@r,169890,572,6903,Travel Services,Negative,Punjab,All,All,Youtube,3.465642141
811,Ashwin,Ava Wilson@abc,741445,358,26869,Travel Services,Neutral,Goa,15-24,Male,Facebook,3.452931373
812,Emma Garcia,Ankit@jk,487464,433,8042,Art Supplies,Negative,Madhya Pradesh,18-25,All,Tiktok,3.452931373
813,Sanjay DuttAiden Smith,Amelia Taylor@abc,338287,762,32011,Home Appliances,Neutral,Tamil Nadu,30-45,Female,Youtube,3.41627689
814,Akshay,Gaurav@jn,885659,358,5494,Fashion Accessories,Neutral,Delhi,22-40,All,Facebook,3.41627689
815,Salman Khan,Lucas Brown@abc,360266,944,40347,Travel Services,Neutral,Rajasthan,15-24,Female,Facebook,3.35363053
816,Ankit,Gagan@fef,338287,762,36337,Art Supplies,Neutral,Kerala,All,Male,Facebook,3.35363053
817,Sujeet,Zoe Williams@abc,426339,978,42833,Cosmetics,Positive,Kerala,15-24,Male,Youtube,3.353516016
818,Gaurav,Isabella Anderson@abc,264487,58,26257,Gadgets,Positive,Bihar,All,All,Tiktok,3.353516016
819,Liam Harris,Isabella Anderson@abc,254997,174,7083,Gaming Products,Negative,Delhi,18-25,Male,Instagram,3.343912489
820,Isabella Anderson,Sarukh khan@abc,784742,317,27018,Smartphones,Negative,Karnataka,18-28,All,Instagram,3.343912489
821,Rohit,Rahul@cdf,169890,973,7083,Art Supplies,Positive,Delhi,18-28,Female,Facebook,3.325883773
822,Emma Garcia,Faisal@dscdf,440405,153,8042,Art Supplies,Neutral,Kerala,15-24,All,Instagram,3.325883773
823,Amitabh,Jackson Lee@abc,341829,961,42833,Gadgets,Negative,Karnataka,All,Female,Facebook,3.313066789
824,Sophia Rodriguez,Salman Khan@abc,971583,962,31587,Books,Neutral,Rajasthan,All,Male,Tiktok,3.313066789
825,Oliver Thompson,Amelia Taylor@abc,851696,153,22289,Gaming Products,Positive,Bihar,All,All,Facebook,3.298515212
826,Sanjay DuttAiden Smith,Salman Khan@abc,709166,976,29874,Food Products,Neutral,Uttar Pradesh,18-25,Female,Youtube,3.298515212
827,Vicky,Mia Johnson@abc,842653,143,24716,Travel Services,Negative,Bihar,30-45,All,Tiktok,3.280461715
828,Mia Johnson,Vicky@kaushal,750376,114,47405,Gaming Products,Positive,Delhi,30-45,All,Facebook,3.280461715
829,Ankit,Jackson Lee@abc,981916,847,7083,Nutrition Products,Neutral,Kerala,15-24,Female,Instagram,3.234832135
830,Sanjay DuttAiden Smith,Sujeet@r,981575,245,5494,Fashion Accessories,Negative,Goa,30-45,Female,Facebook,3.234832135
831,Sarukh khan,Gaurav@jn,230748,976,20008,Art Supplies,Positive,Kerala,All,Male,Tiktok,3.199895101
832,Oliver Thompson,Ankit@jk,338878,317,5494,Gadgets,Negative,Gujarat,18-28,Male,Facebook,3.199895101
833,Saurav,Mia Johnson@abc,169890,572,12690,Smartphones,Negative,Karnataka,40-50,All,Tiktok,3.188012626
834,Gagan,Ashwin@ravichandra,702603,540,6893,Travel Services,Negative,Delhi,All,Male,Facebook,3.188012626
835,Emma Garcia,Elijah White@abc,440405,301,40011,Pet Supplies,Neutral,Gujarat,18-30,Female,Instagram,3.179699242
836,Ashwin,Mia Johnson@abc,702603,58,41717,Smartphones,Negative,Rajasthan,15-24,Male,Facebook,3.179699242
837,Sophia Rodriguez,Salman Khan@abc,487464,690,43038,Travel Services,Neutral,Delhi,15-24,Female,Twitter,3.179541016
838,Elijah White,Ashwin@ravichandra,971583,386,13377,Eco-friendly Goods,Neutral,Karnataka,18-30,Male,Youtube,3.179541016
839,Ankit,Gagan@fef,360266,301,41587,Nutrition Products,Neutral,Goa,18-30,Male,Twitter,3.176968681
840,Ethan Jones,Sarukh khan@abc,981916,153,24651,Books,Neutral,Delhi,22-40,All,Twitter,3.176968681
841,Gaurav,Gaurav@jn,302086,114,27084,Gadgets,Neutral,Madhya Pradesh,18-30,Female,Youtube,3.162172703
842,Sarukh khan,Gaurav@jn,741445,832,28785,Nutrition Products,Negative,Kerala,All,Female,Youtube,3.162172703
843,Akshay,Rohit@abc,757739,762,21103,Eco-friendly Goods,Negative,Kerala,18-28,All,Instagram,3.161775131
844,Rohit,Ashwin@ravichandra,409843,976,36337,Gaming Products,Neutral,Uttar Pradesh,40-50,Female,Tiktok,3.161775131
845,Oliver Thompson,Mia Johnson@abc,360266,999,21103,Travel Services,Positive,Kerala,18-30,All,Tiktok,3.157926458
846,Ethan Jones,Ethan Jones@abc,114466,632,21697,Cosmetics,Neutral,Kerala,All,Male,Youtube,3.157926458
847,Ava Wilson,Akshay@kumar,254997,973,24716,Art Supplies,Negative,Goa,40-50,Male,Instagram,3.133512183
848,Vicky,Gaurav@jn,409843,205,26869,Smartphones,Neutral,Tamil Nadu,18-30,Male,Instagram,3.133512183
849,Sanjay DuttAiden Smith,Oliver Thompson@abc,733223,241,27018,Cosmetics,Positive,Uttar Pradesh,15-24,Male,Instagram,3.127226171
850,Noah Martinez,Amelia Taylor@abc,340770,205,21697,Pet Supplies,Negative,Karnataka,30-45,All,Twitter,3.127226171
851,Salman Khan,Ava Wilson@abc,338287,127,29874,Gaming Products,Positive,Maharashtra,15-24,Male,Youtube,3.115539324
852,Ethan Jones,Rahul@cdf,230748,433,46587,Eco-friendly Goods,Neutral,Maharashtra,18-30,All,Tiktok,3.115539324
853,Amitabh,Mia Johnson@abc,426339,847,8042,Food Products,Negative,Uttar Pradesh,40-50,Female,Youtube,3.10852536
854,Sanjay DuttAiden Smith,Sarukh khan@abc,981575,114,18570,Smartphones,Neutral,Rajasthan,15-24,Male,Twitter,3.10852536
855,Ethan Jones,Elijah White@abc,440405,135,8042,Nutrition Products,Neutral,Kerala,18-28,Female,Tiktok,3.100672802
856,Zoe Williams,Vicky@kaushal,546160,51,34817,Gadgets,Positive,Madhya Pradesh,18-30,Male,Instagram,3.100672802
857,Ethan Jones,Jackson Lee@abc,702603,762,5494,Home Appliances,Neutral,Rajasthan,All,Male,Tiktok,3.100550565
858,Akshay,Jackson Lee@abc,981916,60,20008,Nutrition Products,Neutral,Maharashtra,All,Male,Tiktok,3.100550565
859,Oliver Thompson,Ashwin@ravichandra,258700,847,24651,Nutrition Products,Neutral,Kerala,18-30,Female,Tiktok,3.093359441
860,Amelia Taylor,Rahul@cdf,302086,205,8042,Fashion Accessories,Positive,Punjab,30-45,Female,Tiktok,3.093359441
861,Oliver Thompson,Sujeet@r,885659,632,24228,Gadgets,Neutral,Goa,18-30,All,Twitter,3.07422795
862,Jackson Lee,Lucas Brown@abc,857495,394,22289,Smartphones,Negative,Karnataka,40-50,All,Instagram,3.07422795
863,Amitabh,Sujeet@r,857495,153,12822,Gaming Products,Negative,Madhya Pradesh,18-30,Male,Tiktok,3.054952669
864,Saurav,Rohit@abc,612971,973,40011,Pet Supplies,Neutral,Kerala,18-25,Male,Youtube,3.054952669
865,Emma Garcia,Oliver Thompson@abc,230748,143,6893,Nutrition Products,Positive,Kerala,18-30,All,Twitter,3.037535433
866,Sujeet,Sarukh khan@abc,440405,229,15636,Cosmetics,Negative,Tamil Nadu,15-24,Female,Facebook,3.037535433
867,Amitabh,Saurav@jn,366076,193,37363,Nutrition Products,Negative,Rajasthan,18-28,Male,Facebook,2.994985886
868,Gaurav,Sujeet@r,202147,174,13377,Eco-friendly Goods,Negative,Karnataka,30-45,Female,Youtube,2.994985886
869,Saurav,Faisal@dscdf,709166,122,6893,Pet Supplies,Negative,Rajasthan,30-45,All,Twitter,2.981560689
870,Oliver Thompson,Rahul@cdf,767339,205,17005,Gadgets,Positive,Madhya Pradesh,All,All,Instagram,2.981560689
871,Ethan Jones,Rohit@abc,750376,245,12690,Gadgets,Negative,Punjab,40-50,Female,Facebook,2.962868769
872,Akshay,Noah Martinez@abc,851696,412,29251,Smartphones,Positive,Goa,15-24,Female,Youtube,2.962868769
873,Sujeet,Faisal@dscdf,997417,544,29874,Nutrition Products,Neutral,Punjab,22-40,Female,Youtube,2.961303348
874,Elijah White,Sarukh khan@abc,801403,847,49145,Food Products,Positive,Madhya Pradesh,40-50,Female,Twitter,2.961303348
875,Jackson Lee,Sujeet@r,440405,394,29251,Cosmetics,Positive,Kerala,25-40,Male,Tiktok,2.937773477
876,Amitabh,Mia Johnson@abc,338878,978,36337,Eco-friendly Goods,Neutral,Maharashtra,18-30,Male,Twitter,2.937773477
877,Amelia Taylor,Rahul@cdf,682670,190,7083,Cosmetics,Positive,Kerala,18-25,Female,Instagram,2.927993157
878,Elijah White,Sanjay Dutt@abcAiden Smith@abc,767339,174,12931,Cosmetics,Neutral,Maharashtra,All,Female,Instagram,2.927993157
879,Noah Martinez,Ava Wilson@abc,287030,386,43038,Nutrition Products,Neutral,Kerala,30-45,Female,Facebook,2.926487813
880,Ethan Jones,Vicky@kaushal,612971,135,17005,Pet Supplies,Negative,Uttar Pradesh,18-30,All,Tiktok,2.926487813
881,Isabella Anderson,Elijah White@abc,767339,632,12690,Smartphones,Negative,Karnataka,18-28,Female,Tiktok,2.896024474
882,Sujeet,Isabella Anderson@abc,857495,433,32011,Art Supplies,Neutral,Madhya Pradesh,All,All,Tiktok,2.896024474
883,Faisal,Emma Garcia@abc,440405,58,24716,Travel Services,Neutral,Karnataka,All,Male,Tiktok,2.895974961
884,Rahul,Ava Wilson@abc,981916,174,41587,Home Appliances,Positive,Goa,18-30,Male,Twitter,2.895974961
885,Amelia Taylor,Mia Johnson@abc,487464,973,24228,Clothing,Positive,Bihar,22-40,All,Tiktok,2.887875164
886,Lucas Brown,Saurav@jn,366076,412,18570,Gaming Products,Positive,Karnataka,All,All,Youtube,2.887875164
887,Ava Wilson,Lucas Brown@abc,426339,690,13377,Home Appliances,Negative,Punjab,18-25,Male,Youtube,2.876060452
888,Mia Johnson,Sujeet@r,169890,757,41313,Gadgets,Positive,Goa,30-45,All,Instagram,2.876060452
889,Sujeet,Sujeet@r,324945,60,6893,Travel Services,Neutral,Delhi,18-30,All,Facebook,2.859040351
890,Faisal,Akshay@kumar,856447,847,46587,Travel Services,Neutral,Punjab,18-28,Male,Youtube,2.859040351
891,Lucas Brown,Gaurav@jn,113855,122,43038,Smartphones,Neutral,Maharashtra,15-24,Female,Instagram,2.85300217
892,Rohit,Amitabh@abc,204024,433,28785,Home Appliances,Neutral,Madhya Pradesh,15-24,All,Instagram,2.85300217
893,Liam Harris,Sanjay Dutt@abcAiden Smith@abc,341829,757,6903,Travel Services,Negative,Kerala,18-30,Male,Instagram,2.803259769
894,Ashwin,Isabella Anderson@abc,971583,175,24651,Nutrition Products,Positive,Madhya Pradesh,All,All,Twitter,2.803259769
895,Sanjay DuttAiden Smith,Oliver Thompson@abc,341829,976,42833,Travel Services,Neutral,Tamil Nadu,30-45,All,Instagram,2.789290915
896,Ava Wilson,Vicky@kaushal,885659,190,40011,Fashion Accessories,Neutral,Karnataka,40-50,Female,Facebook,2.789290915
897,Akshay,Mia Johnson@abc,750376,190,21697,Travel Services,Neutral,Delhi,40-50,All,Twitter,2.77002489
898,Akshay,Sujeet@r,169890,394,30531,Travel Services,Neutral,Kerala,18-30,All,Instagram,2.77002489
899,Akshay,Akshay@kumar,980666,961,26869,Nutrition Products,Negative,Madhya Pradesh,All,All,Twitter,2.767149773
900,Faisal,Gagan@fef,230748,961,21103,Smartphones,Neutral,Rajasthan,18-28,Female,Tiktok,2.767149773
901,Emma Garcia,Zoe Williams@abc,856447,973,40347,Smartphones,Negative,Maharashtra,18-28,Male,Twitter,2.708929862
902,Zoe Williams,Lucas Brown@abc,338878,605,5859,Eco-friendly Goods,Negative,Madhya Pradesh,25-40,Female,Twitter,2.708929862
903,Ethan Jones,Zoe Williams@abc,851696,632,26257,Nutrition Products,Neutral,Delhi,40-50,All,Facebook,2.703437319
904,Gaurav,Sophia Rodriguez@abc,885659,690,37363,Art Supplies,Positive,Karnataka,18-25,Female,Tiktok,2.703437319
905,Sujeet,Salman Khan@abc,971583,534,20008,Home Appliances,Neutral,Uttar Pradesh,18-30,Male,Instagram,2.661763945
906,Gaurav,Sanjay Dutt@abcAiden Smith@abc,495171,394,46587,Home Appliances,Negative,Rajasthan,40-50,Male,Twitter,2.661763945
907,Gaurav,Noah Martinez@abc,981916,973,36337,Home Appliances,Negative,Goa,30-45,All,Tiktok,2.65849749
908,Lucas Brown,Akshay@kumar,204024,175,26869,Fashion Accessories,Negative,Punjab,All,All,Twitter,2.65849749
909,Sophia Rodriguez,Zoe Williams@abc,704611,976,17005,Gadgets,Negative,Karnataka,15-24,All,Youtube,2.647769677
910,Jackson Lee,Liam Harris@abc,981916,122,30531,Travel Services,Neutral,Madhya Pradesh,25-40,All,Instagram,2.647769677
911,Emma Garcia,Gaurav@jn,612971,540,43038,Eco-friendly Goods,Negative,Rajasthan,18-30,All,Instagram,2.647019815
912,Jackson Lee,Sanjay Dutt@abcAiden Smith@abc,851696,690,5859,Gadgets,Positive,West Bengal,18-30,Female,Facebook,2.647019815
913,Isabella Anderson,Amitabh@abc,338878,961,26257,Gadgets,Negative,Delhi,18-30,All,Youtube,2.634701029
914,Lucas Brown,Emma Garcia@abc,638336,143,13377,Smartphones,Negative,Delhi,All,Female,Twitter,2.634701029
915,Jackson Lee,Ethan Jones@abc,302086,135,20008,Gadgets,Negative,Uttar Pradesh,All,All,Twitter,2.62977993
916,Emma Garcia,Faisal@dscdf,702603,973,5494,Clothing,Neutral,Maharashtra,18-30,All,Facebook,2.62977993
917,Faisal,Lucas Brown@abc,366076,51,6903,Food Products,Neutral,Goa,18-30,All,Tiktok,2.628542947
918,Gaurav,Lucas Brown@abc,704611,229,21103,Pet Supplies,Negative,Kerala,40-50,Female,Tiktok,2.628542947
919,Amitabh,Faisal@dscdf,981575,986,6893,Pet Supplies,Neutral,Kerala,22-40,All,Twitter,2.623825997
920,Mia Johnson,Lucas Brown@abc,183216,433,49725,Cosmetics,Neutral,Uttar Pradesh,30-45,Male,Tiktok,2.623825997
921,Rohit,Vicky@kaushal,409843,545,41587,Gaming Products,Negative,Goa,18-30,Male,Instagram,2.622421756
922,Jackson Lee,Liam Harris@abc,426339,540,12822,Smartphones,Negative,Rajasthan,All,Female,Instagram,2.622421756
923,Saurav,Isabella Anderson@abc,360266,60,47405,Nutrition Products,Negative,Kerala,30-45,Female,Youtube,2.61142283
924,Amitabh,Sarukh khan@abc,264487,605,29251,Gadgets,Neutral,Kerala,18-30,Female,Twitter,2.61142283
925,Faisal,Ava Wilson@abc,169890,205,29251,Books,Neutral,Delhi,30-45,Male,Facebook,2.605720826
